source_catg,target_catg,delta_times
21899,21720,5.0
21913,21666,2.0
21913,21783,2.0
21914,21881,1.0
21609,21913,2.0
21934,21784,1.0
21857,21784,1.0
21892,21714,1.0
21862,21617,1.0
21617,21688,1.0
21862,21936,1.0
21774,21946,1.0
21857,21892,1.0
21671,21934,4.0
21786,21918,2.0
21763,21748,3.0
21630,21899,3.0
21763,21607,2.0
21888,21931,2.0
21931,21888,2.0
21835,21625,2.0
21756,21898,7.0
21944,21871,3.0
21749,21944,3.0
21918,21640,1.0
21640,21809,1.0
21879,21890,3.0
21748,21779,6.0
21645,21731,1.0
21932,21871,2.0
21645,21659,2.0
21932,21898,2.0
21659,21731,1.0
21772,21919,1.0
21826,21763,1.0
21635,21699,2.0
21934,21765,1.0
21820,21678,4.0
21659,21918,3.0
21630,21779,1.0
21807,21933,2.0
21848,21719,1.0
21914,21913,1.0
21748,21906,2.0
21944,21813,1.0
21732,21609,4.0
21740,21913,1.0
21890,21918,1.0
21729,21678,1.0
21729,21888,1.0
21890,21729,1.0
21635,21729,1.0
21839,21729,1.0
21729,21918,1.0
21729,21871,1.0
21748,21690,1.0
21892,21628,1.0
21787,21678,3.0
21718,21835,1.0
21820,21640,2.0
21621,21820,3.0
21862,21771,2.0
21771,21753,1.0
21876,21683,1.0
21783,21695,6.0
21739,21863,1.0
21886,21643,1.0
21933,21756,1.0
21756,21811,12.0
21811,21756,4.0
21756,21918,5.0
21635,21901,2.0
21901,21811,1.0
21756,21635,3.0
21784,21892,1.0
21642,21753,6.0
21824,21932,7.0
21824,21888,2.0
21824,21635,4.0
21635,21654,10.0
21607,21633,2.0
21678,21798,4.0
21798,21886,2.0
21918,21690,1.0
21690,21659,1.0
21918,21637,1.0
21637,21926,1.0
21926,21918,1.0
21697,21720,3.0
21635,21709,5.0
21641,21914,2.0
21609,21709,3.0
21871,21820,2.0
21709,21635,2.0
21709,21620,1.0
21609,21601,2.0
21888,21934,2.0
21921,21892,1.0
21921,21752,2.0
21621,21862,1.0
21921,21678,2.0
21921,21757,1.0
21757,21809,1.0
21809,21714,1.0
21783,21730,1.0
21815,21782,1.0
21696,21756,1.0
21756,21886,3.0
21886,21681,2.0
21888,21621,1.0
21697,21748,1.0
21711,21886,1.0
21811,21734,1.0
21734,21933,2.0
21798,21928,1.0
21668,21784,1.0
21875,21899,1.0
21718,21720,4.0
21720,21752,3.0
21820,21913,1.0
21913,21925,1.0
21763,21934,3.0
21836,21647,1.0
21813,21836,1.0
21753,21813,1.0
21836,21696,1.0
21797,21734,1.0
21787,21710,1.0
21779,21885,1.0
21846,21645,1.0
21609,21730,2.0
21779,21642,1.0
21862,21674,1.0
21836,21761,1.0
21932,21862,3.0
21836,21750,1.0
21840,21718,1.0
21733,21763,3.0
21784,21748,4.0
21688,21607,1.0
21609,21771,3.0
21717,21899,1.0
21727,21866,1.0
21866,21609,1.0
21918,21671,5.0
21925,21682,1.0
21918,21607,2.0
21925,21702,2.0
21923,21925,1.0
21768,21832,1.0
21832,21635,1.0
21933,21723,2.0
21782,21753,1.0
21918,21769,1.0
21769,21678,5.0
21914,21782,1.0
21886,21768,1.0
21769,21753,4.0
21753,21768,3.0
21933,21768,2.0
21768,21753,1.0
21896,21768,1.0
21768,21896,4.0
21896,21832,1.0
21711,21768,1.0
21888,21914,3.0
21879,21944,3.0
21752,21901,1.0
21727,21918,2.0
21841,21628,1.0
21798,21638,1.0
21820,21688,3.0
21642,21666,1.0
21733,21879,2.0
21678,21805,2.0
21718,21879,3.0
21835,21733,2.0
21630,21836,2.0
21918,21823,2.0
21621,21709,2.0
21630,21884,2.0
21820,21621,2.0
21815,21796,1.0
21678,21795,1.0
21795,21886,1.0
21835,21753,3.0
21713,21857,1.0
21713,21842,1.0
21842,21841,1.0
21607,21748,2.0
21748,21688,2.0
21718,21911,1.0
21911,21645,2.0
21888,21779,3.0
21779,21834,2.0
21834,21763,1.0
21763,21826,1.0
21748,21888,1.0
21772,21748,1.0
21912,21688,1.0
21923,21688,1.0
21609,21817,2.0
21758,21815,1.0
21678,21803,1.0
21625,21842,2.0
21784,21871,1.0
21635,21923,2.0
21779,21621,2.0
21675,21842,1.0
21779,21601,1.0
21820,21779,2.0
21787,21720,2.0
21752,21720,1.0
21772,21836,2.0
21772,21755,1.0
21755,21836,1.0
21790,21688,1.0
21757,21739,1.0
21609,21812,2.0
21812,21635,1.0
21779,21771,2.0
21771,21764,1.0
21763,21638,1.0
21890,21879,1.0
21688,21843,1.0
21843,21886,1.0
21890,21844,1.0
21890,21753,2.0
21886,21750,1.0
21750,21936,1.0
21739,21675,1.0
21675,21933,1.0
21748,21741,2.0
21741,21875,2.0
21678,21627,1.0
21627,21926,1.0
21926,21627,2.0
21674,21842,1.0
21811,21728,2.0
21909,21671,1.0
21720,21786,1.0
21811,21717,1.0
21717,21786,1.0
21944,21786,4.0
21786,21671,1.0
21671,21918,2.0
21671,21879,1.0
21645,21757,1.0
21695,21753,4.0
21815,21909,1.0
21671,21695,1.0
21695,21640,1.0
21892,21753,1.0
21846,21771,1.0
21820,21609,1.0
21786,21748,1.0
21846,21753,1.0
21757,21632,1.0
21671,21846,1.0
21846,21695,1.0
21686,21748,1.0
21620,21635,1.0
21832,21757,1.0
21772,21630,1.0
21639,21697,1.0
21944,21697,2.0
21823,21748,1.0
21671,21697,2.0
21862,21765,1.0
21642,21697,1.0
21697,21765,2.0
21779,21788,1.0
21710,21752,1.0
21795,21718,1.0
21892,21740,1.0
21695,21771,1.0
21678,21718,1.0
21769,21892,1.0
21808,21678,1.0
21836,21731,4.0
21709,21860,2.0
21905,21642,1.0
21886,21710,3.0
21919,21940,1.0
21710,21647,1.0
21919,21905,1.0
21693,21940,1.0
21890,21815,1.0
21898,21760,1.0
21752,21836,1.0
21843,21733,3.0
21843,21786,1.0
21741,21843,1.0
21749,21914,1.0
21843,21678,1.0
21857,21671,1.0
21783,21625,1.0
21636,21787,1.0
21783,21834,1.0
21772,21886,3.0
21834,21898,1.0
21918,21633,2.0
21783,21633,1.0
21914,21633,2.0
21911,21635,1.0
21784,21857,1.0
21857,21659,2.0
21759,21836,1.0
21802,21862,1.0
21659,21708,1.0
21898,21772,2.0
21718,21678,5.0
21769,21788,1.0
21898,21754,1.0
21727,21668,1.0
21609,21619,1.0
21619,21737,2.0
21932,21934,1.0
21772,21779,1.0
21899,21820,1.0
21642,21720,1.0
21695,21944,4.0
21650,21635,1.0
21662,21891,1.0
21748,21862,1.0
21918,21644,1.0
21609,21714,1.0
21799,21765,17.0
21898,21709,1.0
21826,21733,3.0
21695,21754,1.0
21783,21825,1.0
21825,21666,1.0
21695,21702,4.0
21763,21931,2.0
21931,21857,1.0
21888,21702,1.0
21702,21840,2.0
21740,21892,1.0
21753,21760,1.0
21739,21678,3.0
21769,21765,1.0
21765,21782,1.0
21782,21823,1.0
21642,21784,2.0
21914,21871,4.0
21798,21630,1.0
21688,21603,1.0
21705,21671,1.0
21905,21859,1.0
21859,21666,1.0
21944,21695,2.0
21824,21695,2.0
21888,21695,2.0
21932,21824,1.0
21876,21932,1.0
21931,21932,2.0
21932,21748,3.0
21641,21635,1.0
21673,21932,1.0
21817,21710,1.0
21619,21820,1.0
21875,21627,1.0
21768,21841,1.0
21635,21768,1.0
21797,21753,2.0
21615,21784,1.0
21871,21896,2.0
21609,21639,3.0
21739,21944,3.0
21680,21933,1.0
21720,21678,3.0
21690,21666,1.0
21752,21815,2.0
21678,21690,2.0
21806,21690,2.0
21737,21666,4.0
21840,21642,1.0
21840,21835,1.0
21741,21934,1.0
21885,21688,1.0
21815,21779,2.0
21921,21886,1.0
21753,21888,9.0
21888,21632,1.0
21678,21671,1.0
21671,21778,1.0
21778,21875,2.0
21667,21842,1.0
21758,21914,1.0
21848,21732,2.0
21732,21674,1.0
21674,21779,2.0
21879,21621,3.0
21642,21617,2.0
21823,21840,2.0
21753,21778,1.0
21856,21717,2.0
21896,21659,1.0
21688,21765,3.0
21715,21787,1.0
21787,21899,3.0
21899,21686,1.0
21843,21918,1.0
21843,21753,2.0
21779,21833,1.0
21783,21891,1.0
21892,21944,2.0
21763,21754,2.0
21688,21838,1.0
21823,21769,1.0
21886,21856,3.0
21840,21769,2.0
21856,21654,1.0
21654,21856,1.0
21856,21886,1.0
21671,21710,1.0
21652,21833,1.0
21933,21905,12.0
21905,21609,1.0
21890,21842,3.0
21862,21909,1.0
21909,21896,1.0
21645,21618,1.0
21762,21720,1.0
21944,21913,4.0
21697,21666,2.0
21695,21737,2.0
21621,21653,1.0
21653,21667,1.0
21933,21717,4.0
21686,21890,2.0
21686,21898,1.0
21846,21907,1.0
21848,21627,1.0
21627,21779,1.0
21720,21667,1.0
21842,21804,1.0
21678,21713,1.0
21879,21842,2.0
21786,21898,2.0
21723,21815,1.0
21723,21653,1.0
21820,21907,2.0
21940,21820,1.0
21711,21842,2.0
21666,21784,1.0
21805,21888,1.0
21678,21931,3.0
21931,21728,1.0
21925,21811,1.0
21931,21645,5.0
21718,21645,2.0
21871,21718,1.0
21871,21931,1.0
21728,21944,3.0
21843,21645,1.0
21645,21862,1.0
21645,21728,1.0
21811,21782,2.0
21620,21678,1.0
21879,21798,2.0
21823,21906,1.0
21906,21888,1.0
21888,21930,2.0
21757,21823,1.0
21823,21762,1.0
21906,21762,1.0
21779,21926,1.0
21926,21842,1.0
21857,21621,6.0
21914,21875,1.0
21621,21869,1.0
21820,21763,2.0
21621,21923,1.0
21621,21857,5.0
21748,21621,3.0
21840,21748,1.0
21715,21886,1.0
21787,21898,3.0
21621,21944,3.0
21835,21621,1.0
21914,21869,1.0
21944,21758,2.0
21869,21842,1.0
21871,21944,3.0
21826,21934,1.0
21688,21724,1.0
21865,21934,1.0
21688,21770,3.0
21840,21709,1.0
21709,21834,1.0
21834,21630,3.0
21841,21764,1.0
21764,21826,1.0
21737,21764,1.0
21671,21718,8.0
21896,21630,2.0
21666,21899,1.0
21879,21914,3.0
21771,21678,4.0
21688,21733,2.0
21740,21806,1.0
21806,21824,1.0
21679,21842,1.0
21772,21824,2.0
21934,21772,2.0
21679,21798,1.0
21645,21896,1.0
21918,21652,1.0
21765,21609,1.0
21944,21644,1.0
21787,21786,1.0
21934,21922,1.0
21819,21922,1.0
21933,21891,5.0
21933,21619,3.0
21857,21928,1.0
21697,21695,4.0
21886,21763,3.0
21617,21667,1.0
21811,21772,1.0
21886,21669,1.0
21669,21842,1.0
21654,21770,1.0
21798,21833,1.0
21730,21765,1.0
21639,21678,4.0
21741,21688,2.0
21758,21681,2.0
21681,21934,1.0
21934,21669,1.0
21731,21748,1.0
21856,21892,1.0
21856,21905,1.0
21715,21710,1.0
21740,21862,1.0
21638,21934,3.0
21944,21792,1.0
21769,21891,1.0
21767,21630,1.0
21922,21638,1.0
21899,21913,1.0
21823,21857,3.0
21906,21857,1.0
21820,21772,1.0
21720,21695,2.0
21678,21843,1.0
21630,21799,1.0
21731,21832,1.0
21832,21842,1.0
21678,21787,4.0
21618,21898,1.0
21944,21629,4.0
21629,21944,1.0
21835,21799,1.0
21771,21944,2.0
21635,21633,6.0
21633,21690,2.0
21633,21688,1.0
21892,21667,1.0
21645,21697,1.0
21734,21836,2.0
21666,21728,1.0
21734,21739,1.0
21739,21930,1.0
21811,21814,1.0
21811,21914,2.0
21909,21688,2.0
21609,21931,4.0
21769,21842,3.0
21842,21749,1.0
21836,21739,8.0
21871,21607,1.0
21681,21814,1.0
21741,21879,2.0
21862,21662,1.0
21784,21771,1.0
21607,21862,2.0
21674,21909,1.0
21630,21857,2.0
21857,21819,1.0
21740,21857,1.0
21678,21767,1.0
21767,21815,1.0
21815,21756,1.0
21630,21816,1.0
21898,21909,1.0
21806,21647,1.0
21647,21835,1.0
21875,21737,1.0
21609,21826,3.0
21753,21710,3.0
21621,21753,3.0
21875,21879,1.0
21731,21851,1.0
21666,21764,1.0
21871,21932,1.0
21654,21635,2.0
21732,21879,1.0
21787,21892,1.0
21748,21786,1.0
21787,21820,1.0
21873,21709,1.0
21873,21645,1.0
21737,21817,1.0
21933,21857,8.0
21857,21695,2.0
21753,21693,1.0
21766,21898,1.0
21645,21836,1.0
21836,21787,3.0
21688,21873,1.0
21763,21779,2.0
21740,21666,1.0
21783,21668,1.0
21752,21668,1.0
21659,21754,1.0
21720,21659,1.0
21771,21898,1.0
21642,21638,1.0
21732,21779,4.0
21932,21642,1.0
21933,21887,1.0
21887,21786,1.0
21763,21621,2.0
21939,21886,1.0
21933,21816,2.0
21835,21713,2.0
21804,21826,1.0
21824,21934,1.0
21833,21820,1.0
21944,21643,1.0
21635,21669,1.0
21674,21892,1.0
21936,21757,1.0
21695,21936,1.0
21732,21934,1.0
21896,21709,1.0
21635,21785,1.0
21785,21888,1.0
21899,21630,3.0
21769,21748,1.0
21653,21666,1.0
21871,21727,2.0
21857,21641,3.0
21641,21688,1.0
21871,21914,3.0
21892,21779,2.0
21782,21926,2.0
21862,21836,2.0
21909,21780,1.0
21780,21609,1.0
21886,21780,1.0
21669,21933,1.0
21933,21780,1.0
21718,21710,1.0
21780,21842,1.0
21841,21826,1.0
21914,21888,1.0
21697,21913,1.0
21914,21867,1.0
21645,21727,1.0
21668,21918,2.0
21711,21727,2.0
21934,21888,2.0
21856,21932,6.0
21806,21856,1.0
21932,21933,6.0
21856,21753,1.0
21886,21891,2.0
21899,21890,1.0
21666,21886,1.0
21730,21630,1.0
21898,21875,3.0
21717,21930,1.0
21733,21752,1.0
21886,21704,1.0
21704,21696,1.0
21886,21709,2.0
21786,21779,1.0
21629,21645,1.0
21928,21933,1.0
21823,21821,1.0
21821,21836,1.0
21678,21762,1.0
21762,21911,1.0
21911,21609,1.0
21609,21715,1.0
21806,21703,1.0
21703,21688,2.0
21944,21840,4.0
21790,21674,1.0
21674,21857,1.0
21840,21862,2.0
21875,21741,3.0
21741,21703,1.0
21703,21944,1.0
21697,21892,3.0
21911,21733,3.0
21733,21688,4.0
21733,21764,2.0
21764,21835,1.0
21911,21688,1.0
21739,21671,3.0
21609,21785,1.0
21674,21621,1.0
21886,21850,1.0
21621,21625,1.0
21645,21774,1.0
21836,21752,3.0
21621,21707,1.0
21621,21935,1.0
21823,21931,2.0
21879,21815,2.0
21892,21797,1.0
21840,21695,1.0
21639,21739,2.0
21944,21642,1.0
21652,21630,1.0
21688,21919,1.0
21762,21905,2.0
21753,21659,4.0
21609,21740,3.0
21918,21653,1.0
21792,21779,2.0
21739,21731,3.0
21601,21688,1.0
21907,21752,1.0
21780,21748,1.0
21696,21944,1.0
21840,21666,2.0
21918,21756,1.0
21871,21625,1.0
21934,21821,2.0
21914,21786,1.0
21881,21625,1.0
21688,21892,3.0
21899,21645,1.0
21934,21638,2.0
21769,21718,2.0
21718,21740,1.0
21740,21688,3.0
21753,21782,2.0
21896,21887,1.0
21887,21635,1.0
21815,21926,1.0
21852,21918,1.0
21931,21779,1.0
21779,21931,1.0
21674,21630,2.0
21688,21936,2.0
21757,21686,1.0
21906,21738,1.0
21738,21642,1.0
21926,21709,1.0
21688,21885,2.0
21700,21779,1.0
21918,21700,2.0
21700,21918,4.0
21792,21769,1.0
21898,21891,2.0
21727,21798,2.0
21905,21748,3.0
21678,21729,1.0
21835,21787,2.0
21891,21842,1.0
21678,21683,1.0
21667,21607,3.0
21607,21944,1.0
21678,21633,5.0
21748,21787,3.0
21739,21931,12.0
21931,21934,1.0
21882,21790,1.0
21753,21639,2.0
21639,21630,1.0
21778,21630,1.0
21671,21703,2.0
21782,21761,1.0
21761,21690,1.0
21841,21707,1.0
21840,21630,1.0
21843,21666,3.0
21840,21813,1.0
21609,21667,1.0
21667,21779,1.0
21779,21925,3.0
21753,21840,3.0
21635,21676,2.0
21779,21886,4.0
21635,21870,2.0
21907,21843,1.0
21944,21680,2.0
21678,21876,1.0
21876,21901,1.0
21876,21645,1.0
21688,21876,3.0
21876,21898,3.0
21807,21934,1.0
21783,21923,1.0
21925,21674,1.0
21748,21925,1.0
21925,21635,3.0
21925,21763,1.0
21834,21666,3.0
21869,21843,1.0
21843,21609,1.0
21898,21798,2.0
21616,21688,1.0
21771,21615,1.0
21638,21609,1.0
21936,21688,1.0
21779,21668,1.0
21898,21771,1.0
21740,21734,1.0
21752,21637,2.0
21670,21678,1.0
21739,21778,1.0
21933,21738,58.0
21932,21666,3.0
21932,21710,1.0
21823,21673,2.0
21779,21748,3.0
21717,21630,1.0
21717,21720,1.0
21753,21707,1.0
21659,21835,1.0
21842,21690,1.0
21760,21710,1.0
21934,21718,1.0
21705,21850,1.0
21850,21666,1.0
21705,21635,1.0
21635,21705,1.0
21713,21710,1.0
21885,21914,1.0
21748,21763,3.0
21640,21918,2.0
21714,21710,1.0
21621,21798,1.0
21778,21933,1.0
21820,21926,2.0
21890,21826,1.0
21688,21696,3.0
21896,21820,1.0
21797,21891,1.0
21891,21918,1.0
21635,21773,3.0
21672,21688,1.0
21699,21685,1.0
21685,21654,1.0
21654,21784,1.0
21862,21733,2.0
21672,21731,1.0
21672,21787,2.0
21787,21932,1.0
21932,21815,2.0
21672,21783,1.0
21672,21932,2.0
21779,21674,5.0
21898,21730,1.0
21782,21821,1.0
21905,21688,3.0
21905,21914,3.0
21886,21730,2.0
21730,21815,2.0
21756,21703,1.0
21703,21934,1.0
21667,21888,1.0
21806,21747,1.0
21933,21817,4.0
21939,21786,1.0
21914,21697,2.0
21832,21898,1.0
21664,21898,1.0
21918,21674,1.0
21783,21621,2.0
21733,21841,1.0
21720,21680,1.0
21767,21609,5.0
21896,21658,3.0
21658,21880,1.0
21825,21731,1.0
21918,21826,1.0
21826,21886,1.0
21666,21863,2.0
21680,21635,1.0
21808,21779,1.0
21718,21797,1.0
21753,21604,2.0
21815,21940,1.0
21772,21835,1.0
21642,21772,1.0
21688,21730,2.0
21730,21913,2.0
21652,21934,1.0
21740,21642,1.0
21865,21913,1.0
21868,21776,1.0
21933,21696,3.0
21696,21739,1.0
21836,21763,2.0
21739,21885,1.0
21928,21879,1.0
21675,21753,1.0
21842,21926,1.0
21670,21841,1.0
21670,21842,1.0
21680,21944,1.0
21799,21820,1.0
21695,21931,2.0
21654,21609,1.0
21693,21898,1.0
21905,21790,1.0
21790,21695,1.0
21695,21905,1.0
21905,21695,1.0
21695,21718,1.0
21898,21699,2.0
21697,21718,1.0
21695,21697,4.0
21695,21720,1.0
21713,21697,1.0
21748,21928,1.0
21718,21713,1.0
21918,21601,1.0
21886,21765,2.0
21675,21779,1.0
21834,21678,1.0
21678,21891,1.0
21857,21891,1.0
21753,21619,1.0
21619,21765,1.0
21765,21680,1.0
21619,21640,1.0
21750,21739,1.0
21898,21785,1.0
21857,21862,2.0
21709,21914,6.0
21914,21834,1.0
21944,21711,1.0
21696,21709,2.0
21723,21793,3.0
21609,21767,7.0
21798,21918,2.0
21918,21610,1.0
21688,21844,1.0
21899,21896,1.0
21753,21625,1.0
21772,21938,1.0
21862,21772,1.0
21772,21944,3.0
21645,21782,1.0
21796,21779,1.0
21731,21733,2.0
21898,21603,1.0
21675,21688,1.0
21934,21601,1.0
21633,21763,2.0
21899,21819,1.0
21934,21815,4.0
21790,21779,3.0
21934,21627,1.0
21871,21817,1.0
21817,21635,3.0
21704,21933,1.0
21933,21667,1.0
21667,21753,1.0
21753,21770,2.0
21609,21848,1.0
21817,21836,1.0
21629,21681,1.0
21936,21635,3.0
21653,21944,1.0
21619,21697,1.0
21697,21710,2.0
21710,21886,2.0
21876,21609,1.0
21633,21779,2.0
21779,21841,2.0
21841,21633,1.0
21699,21868,1.0
21868,21888,2.0
21888,21697,1.0
21633,21787,2.0
21630,21667,1.0
21667,21630,1.0
21630,21633,1.0
21678,21702,3.0
21879,21682,1.0
21702,21630,1.0
21630,21607,1.0
21633,21666,3.0
21630,21659,1.0
21699,21797,1.0
21797,21667,1.0
21931,21667,4.0
21931,21718,2.0
21718,21667,2.0
21702,21913,1.0
21797,21609,1.0
21635,21939,2.0
21633,21753,1.0
21699,21931,1.0
21771,21876,1.0
21876,21879,1.0
21663,21635,2.0
21876,21667,2.0
21720,21713,1.0
21823,21693,1.0
21783,21798,1.0
21892,21697,1.0
21914,21734,1.0
21678,21808,1.0
21944,21625,2.0
21853,21787,1.0
21734,21630,1.0
21832,21645,1.0
21688,21710,2.0
21934,21769,1.0
21741,21645,1.0
21898,21821,1.0
21821,21747,1.0
21609,21821,1.0
21821,21806,3.0
21806,21723,2.0
21741,21898,1.0
21932,21856,2.0
21790,21748,1.0
21874,21635,1.0
21840,21733,1.0
21605,21820,1.0
21784,21815,1.0
21874,21879,1.0
21688,21815,6.0
21856,21748,1.0
21944,21856,1.0
21611,21739,1.0
21688,21891,1.0
21806,21720,1.0
21835,21806,1.0
21630,21690,2.0
21633,21857,2.0
21753,21803,2.0
21803,21635,1.0
21806,21857,1.0
21898,21817,1.0
21763,21647,1.0
21833,21763,1.0
21888,21630,1.0
21772,21647,3.0
21856,21666,1.0
21905,21701,1.0
21856,21715,1.0
21856,21805,1.0
21753,21771,1.0
21806,21763,1.0
21806,21655,1.0
21806,21921,2.0
21921,21654,1.0
21806,21914,1.0
21905,21815,2.0
21710,21770,1.0
21659,21681,1.0
21914,21922,1.0
21710,21668,1.0
21886,21869,1.0
21772,21612,1.0
21630,21639,1.0
21875,21934,2.0
21875,21890,1.0
21918,21825,1.0
21770,21840,4.0
21918,21696,5.0
21737,21823,1.0
21770,21899,1.0
21898,21840,3.0
21696,21603,1.0
21840,21770,1.0
21840,21734,2.0
21696,21770,1.0
21734,21842,1.0
21603,21630,1.0
21886,21835,2.0
21783,21738,12.0
21738,21693,1.0
21693,21774,1.0
21607,21933,3.0
21738,21625,1.0
21905,21862,1.0
21641,21753,1.0
21836,21676,1.0
21676,21758,1.0
21666,21758,1.0
21739,21638,4.0
21697,21630,1.0
21879,21686,1.0
21720,21928,1.0
21601,21752,1.0
21647,21772,4.0
21671,21659,1.0
21635,21806,1.0
21752,21675,1.0
21772,21734,3.0
21721,21879,1.0
21772,21798,1.0
21875,21696,1.0
21792,21926,1.0
21926,21811,1.0
21782,21678,4.0
21763,21678,3.0
21737,21842,1.0
21696,21678,4.0
21688,21769,3.0
21667,21772,2.0
21772,21667,1.0
21820,21753,1.0
21764,21820,4.0
21638,21668,1.0
21697,21763,1.0
21931,21720,2.0
21931,21682,1.0
21905,21630,2.0
21905,21727,1.0
21682,21899,1.0
21702,21815,1.0
21720,21630,2.0
21811,21621,2.0
21697,21627,1.0
21674,21710,1.0
21787,21621,1.0
21835,21771,1.0
21913,21604,1.0
21911,21913,1.0
21913,21752,1.0
21892,21738,1.0
21798,21753,2.0
21793,21940,1.0
21934,21862,3.0
21840,21763,1.0
21826,21813,1.0
21696,21826,1.0
21811,21805,1.0
21888,21944,3.0
21933,21805,3.0
21835,21824,1.0
21875,21820,1.0
21737,21726,1.0
21636,21862,1.0
21857,21693,1.0
21857,21733,1.0
21731,21914,2.0
21696,21753,3.0
21748,21758,1.0
21925,21926,1.0
21926,21638,2.0
21709,21703,2.0
21853,21886,1.0
21779,21709,1.0
21772,21731,2.0
21826,21879,1.0
21753,21732,1.0
21848,21753,1.0
21876,21671,1.0
21748,21757,2.0
21635,21906,1.0
21936,21638,1.0
21780,21653,1.0
21753,21668,1.0
21802,21820,1.0
21896,21786,2.0
21726,21637,1.0
21718,21641,1.0
21703,21792,1.0
21674,21813,2.0
21810,21787,1.0
21739,21640,1.0
21857,21805,1.0
21748,21674,1.0
21674,21944,4.0
21913,21944,1.0
21853,21913,1.0
21666,21787,2.0
21932,21906,1.0
21783,21690,1.0
21792,21737,3.0
21944,21848,1.0
21862,21835,2.0
21815,21835,1.0
21944,21835,1.0
21728,21753,2.0
21662,21741,1.0
21741,21772,1.0
21662,21896,1.0
21646,21896,1.0
21840,21815,2.0
21940,21835,1.0
21890,21898,1.0
21761,21674,1.0
21824,21638,1.0
21850,21753,1.0
21741,21933,2.0
21918,21705,2.0
21717,21806,1.0
21926,21696,1.0
21811,21769,2.0
21769,21696,2.0
21926,21933,1.0
21836,21769,1.0
21737,21767,2.0
21767,21737,1.0
21899,21678,3.0
21918,21921,4.0
21914,21840,1.0
21679,21919,1.0
21737,21868,1.0
21738,21723,1.0
21629,21933,1.0
21752,21728,1.0
21833,21935,1.0
21797,21720,1.0
21688,21674,1.0
21731,21871,1.0
21666,21907,1.0
21754,21666,2.0
21871,21674,1.0
21779,21627,1.0
21629,21836,1.0
21707,21635,1.0
21714,21835,1.0
21757,21790,1.0
21731,21702,1.0
21702,21859,1.0
21859,21695,15.0
21909,21635,1.0
21835,21695,2.0
21695,21693,1.0
21763,21695,5.0
21695,21645,3.0
21678,21695,2.0
21633,21695,4.0
21888,21787,1.0
21695,21633,2.0
21859,21678,1.0
21787,21695,5.0
21695,21930,1.0
21930,21695,1.0
21695,21859,2.0
21699,21702,1.0
21702,21695,4.0
21645,21695,5.0
21823,21654,1.0
21654,21695,1.0
21695,21832,1.0
21832,21695,1.0
21879,21695,7.0
21685,21857,1.0
21939,21730,1.0
21730,21862,2.0
21628,21635,1.0
21696,21823,1.0
21823,21696,1.0
21787,21606,1.0
21895,21696,2.0
21895,21678,3.0
21696,21895,1.0
21881,21914,1.0
21881,21718,1.0
21718,21881,3.0
21718,21674,1.0
21642,21718,1.0
21718,21784,1.0
21842,21817,1.0
21718,21681,1.0
21681,21737,1.0
21769,21710,1.0
21620,21748,1.0
21871,21811,1.0
21779,21639,1.0
21639,21842,1.0
21833,21840,1.0
21914,21932,1.0
21840,21639,1.0
21639,21645,1.0
21779,21932,1.0
21932,21676,1.0
21790,21678,2.0
21805,21826,1.0
21633,21815,1.0
21733,21888,1.0
21888,21633,1.0
21879,21671,1.0
21923,21621,1.0
21671,21905,2.0
21718,21923,1.0
21923,21607,1.0
21888,21607,2.0
21607,21621,2.0
21621,21633,1.0
21633,21718,2.0
21621,21667,2.0
21671,21667,1.0
21667,21671,2.0
21630,21668,2.0
21733,21671,2.0
21856,21678,1.0
21785,21899,1.0
21779,21757,1.0
21899,21674,1.0
21601,21848,1.0
21848,21779,2.0
21635,21714,1.0
21879,21762,1.0
21765,21815,1.0
21879,21783,2.0
21731,21696,1.0
21680,21739,2.0
21680,21659,1.0
21685,21710,1.0
21898,21680,1.0
21875,21887,1.0
21887,21678,1.0
21799,21914,1.0
21696,21918,2.0
21737,21926,1.0
21609,21765,1.0
21765,21892,1.0
21892,21765,1.0
21859,21806,2.0
21859,21747,1.0
21918,21891,1.0
21671,21823,3.0
21823,21914,5.0
21642,21770,1.0
21891,21914,1.0
21621,21823,1.0
21635,21795,1.0
21609,21682,1.0
21795,21601,1.0
21898,21720,4.0
21718,21620,1.0
21677,21621,1.0
21898,21922,1.0
21864,21891,1.0
21826,21714,1.0
21714,21779,1.0
21779,21826,3.0
21696,21804,1.0
21639,21667,1.0
21790,21875,1.0
21875,21826,1.0
21934,21840,2.0
21731,21787,2.0
21836,21811,1.0
21933,21674,1.0
21630,21723,1.0
21784,21723,1.0
21784,21783,1.0
21944,21750,1.0
21733,21709,2.0
21862,21709,1.0
21678,21926,2.0
21926,21753,1.0
21821,21934,2.0
21880,21934,1.0
21741,21678,1.0
21879,21857,3.0
21609,21770,1.0
21770,21921,1.0
21876,21835,1.0
21926,21645,1.0
21621,21609,1.0
21821,21679,1.0
21679,21783,1.0
21679,21821,1.0
21936,21779,1.0
21934,21663,1.0
21663,21892,1.0
21886,21694,1.0
21787,21779,1.0
21696,21769,1.0
21886,21826,4.0
21635,21826,3.0
21823,21772,1.0
21678,21772,3.0
21635,21813,1.0
21815,21772,2.0
21688,21617,1.0
21942,21933,1.0
21905,21713,1.0
21834,21913,1.0
21730,21740,1.0
21688,21879,1.0
21879,21905,1.0
21905,21921,1.0
21921,21739,1.0
21609,21921,1.0
