catg,time,delta_times
21633,22092,5.0
21654,22066,2.0
21685,22063,2.0
21702,22104,1.0
21695,21961,5.0
21699,22012,2.0
21633,22066,3.0
21695,22036,4.0
21695,21996,4.0
21823,22015,2.0
21654,22016,1.0
21939,22005,8.0
21730,22035,3.0
21628,22107,1.0
21675,22114,1.0
21630,22106,3.0
21606,22096,1.0
21895,21970,1.0
21826,22015,2.0
21895,22033,5.0
21895,21963,2.0
21680,22109,1.0
21818,22036,1.0
21876,21994,1.0
21819,22084,1.0
21829,22079,1.0
21784,22095,2.0
21881,22066,2.0
21881,21962,2.0
21881,22016,1.0
21671,22041,4.0
21881,22042,1.0
21671,21969,1.0
21668,22067,2.0
21851,22106,1.0
21667,22007,1.0
21718,21954,1.0
21681,21959,2.0
21741,22095,2.0
21753,22098,3.0
21639,22043,1.0
21640,21971,1.0
21737,22039,7.0
21788,22096,1.0
21932,22112,2.0
21833,21955,1.0
21732,22111,4.0
21790,21992,2.0
21732,22087,5.0
21913,22088,3.0
21662,22088,1.0
21843,22057,1.0
21748,22046,4.0
21653,22105,1.0
21895,22036,3.0
21761,22088,1.0
21659,22015,3.0
21659,21990,1.0
21621,21956,4.0
21733,22100,1.0
21633,22046,1.0
21815,22047,1.0
21923,21969,1.0
21923,22016,1.0
21923,21968,2.0
21607,22018,1.0
21607,22080,1.0
21733,22003,1.0
21923,21993,1.0
21621,22003,2.0
21633,22033,1.0
21621,22028,4.0
21639,21990,1.0
21633,22080,2.0
21733,22104,1.0
21633,21957,1.0
21633,22103,1.0
21824,21968,4.0
21667,22030,1.0
21632,21989,1.0
21896,22021,1.0
21770,22066,1.0
21740,22067,1.0
21785,22012,1.0
21884,22111,1.0
21804,21961,1.0
21820,22013,1.0
21771,21966,2.0
21739,22107,3.0
21737,22064,4.0
21656,21976,1.0
21714,22105,1.0
21891,22111,5.0
21784,21996,1.0
21749,22009,1.0
21770,22078,1.0
21869,22084,2.0
21673,22055,4.0
21816,21970,2.0
21815,21958,1.0
21731,22081,2.0
21696,22082,4.0
21673,21986,2.0
21814,22070,1.0
21696,22043,5.0
21814,22044,1.0
21757,21975,1.0
21659,22037,2.0
21685,21990,2.0
21685,22009,1.0
21680,22057,1.0
21685,22012,1.0
21680,21986,2.0
21685,22037,1.0
21913,21971,4.0
21637,22067,2.0
21787,22010,6.0
21638,22025,1.0
21737,22055,4.0
21862,22099,5.0
21713,21992,3.0
21887,22039,1.0
21826,22083,1.0
21848,22056,3.0
21798,22014,1.0
21747,22032,1.0
21806,22081,3.0
21891,21958,1.0
21891,22054,1.0
21891,22077,1.0
21891,21982,1.0
21891,22008,2.0
21795,22041,1.0
21682,21986,1.0
21795,22107,1.0
21682,22108,2.0
21805,22045,2.0
21604,22110,2.0
21724,21971,1.0
21933,22023,1.0
21728,21963,1.0
21922,21974,2.0
21677,22064,1.0
21621,21976,2.0
21864,22035,1.0
21864,22031,1.0
21796,22039,1.0
21714,22089,1.0
21696,21966,3.0
21804,21967,1.0
21840,21992,4.0
21790,21969,3.0
21875,21970,1.0
21826,21975,1.0
21840,22022,3.0
21943,21962,1.0
21943,22016,1.0
21943,22059,1.0
21943,21971,1.0
21943,21973,1.0
21832,21965,1.0
21734,21980,4.0
21871,22027,1.0
21647,22053,1.0
21647,22052,1.0
21647,21980,3.0
21641,21962,1.0
21641,22010,1.0
21754,21963,1.0
21771,22038,1.0
21784,22036,1.0
21923,22113,2.0
21767,22086,2.0
21869,22060,1.0
21941,22032,1.0
21926,22040,3.0
21821,21982,6.0
21880,22028,1.0
21614,22110,1.0
21897,22038,1.0
21934,22021,1.0
21816,21967,1.0
21617,22081,1.0
21921,21985,2.0
21713,22088,2.0
21919,22030,3.0
21684,22112,1.0
21682,22039,1.0
21836,22023,1.0
21787,22070,2.0
21885,21966,1.0
21714,22067,1.0
21621,22052,2.0
21614,22090,1.0
21888,22085,6.0
21802,21975,2.0
21653,22114,2.0
21799,21948,1.0
21679,21986,4.0
21679,21968,1.0
21679,22030,2.0
21679,22083,1.0
21679,22036,1.0
21679,22064,1.0
21696,22068,3.0
21936,22107,1.0
21663,21968,1.0
21694,22017,1.0
21694,21964,1.0
21694,21989,1.0
21923,22108,1.0
21756,22114,2.0
21826,22050,2.0
21826,22100,1.0
21769,22090,4.0
21863,22010,1.0
21801,22111,1.0
21748,22074,2.0
21925,22095,1.0
21680,22036,2.0
21792,22037,3.0
21680,22035,3.0
21826,22029,1.0
21703,21987,3.0
21681,22039,1.0
21753,22000,1.0
21607,22114,1.0
21833,22070,1.0
21604,22038,1.0
21779,22026,2.0
21617,22110,1.0
21942,21966,2.0
21620,21964,2.0
21765,22068,1.0
21835,21999,2.0
21905,22004,2.0
21905,22052,2.0
21905,21980,4.0
21752,21958,1.0
21620,21985,1.0
21905,21989,3.0
21905,22087,2.0
21787,22058,4.0
21905,22028,1.0
21938,22089,1.0
21798,22073,1.0
21937,22107,1.0
21702,22084,2.0
21621,22102,2.0
21834,21993,2.0
21846,22009,1.0
21632,21971,1.0
21730,21980,1.0
21921,21982,1.0
21921,22029,2.0
21640,22029,3.0
21632,22053,1.0
21921,22056,2.0
21640,21957,1.0
21632,21969,1.0
21632,21990,1.0
21730,21993,3.0
21632,21962,1.0
21654,21982,2.0
21632,22007,1.0
21632,22008,1.0
21632,21981,1.0
21632,21984,1.0
21632,21980,1.0
21640,21981,1.0
21632,22005,3.0
21921,22037,2.0
21632,22066,2.0
21632,21957,1.0
21823,22004,1.0
21632,22011,1.0
21632,22032,1.0
21640,21976,1.0
21899,21997,2.0
21716,21958,2.0
21716,21982,4.0
21716,22031,1.0
21716,22054,4.0
21716,22006,1.0
21716,22030,2.0
21716,21968,1.0
21716,22036,2.0
21716,22014,1.0
21716,22035,1.0
21844,22046,1.0
21638,22024,1.0
21884,22059,1.0
21663,22089,1.0
21674,21983,1.0
21617,21983,1.0
21617,21960,1.0
21620,21972,1.0
21767,21996,1.0
21654,22041,3.0
21756,22113,2.0
21767,22114,1.0
21696,21947,1.0
21715,22058,1.0
21851,22036,1.0
21749,22061,1.0
21885,21948,1.0
21912,21995,1.0
21684,22034,1.0
21817,22110,1.0
21747,22012,1.0
21731,22010,2.0
21812,22011,1.0
21825,21990,1.0
21662,21986,1.0
21869,22036,4.0
21765,21960,2.0
21615,21960,1.0
21811,22023,1.0
21925,21981,2.0
21925,22087,1.0
21876,21980,1.0
21815,22104,1.0
21814,22107,1.0
21802,22034,1.0
21885,21973,1.0
21885,22036,2.0
21885,21947,1.0
21885,22044,1.0
21885,22088,2.0
21603,22107,2.0
21603,21964,1.0
21693,21984,1.0
21787,22031,2.0
21885,22055,1.0
21925,22010,1.0
21848,22010,1.0
21751,22063,2.0
21604,22016,1.0
21723,22037,1.0
21863,22097,2.0
21761,22082,1.0
21923,22034,1.0
21813,22104,2.0
21750,21987,2.0
21715,22015,1.0
21769,22020,3.0
21769,22069,3.0
21934,22095,1.0
21938,21960,1.0
21758,22059,1.0
21629,22033,2.0
21882,21983,1.0
21696,22095,1.0
21673,22059,1.0
21819,22021,1.0
21875,21962,2.0
21741,21962,1.0
21601,21966,1.0
21654,22017,1.0
21601,22038,1.0
21679,22039,1.0
21679,21961,3.0
21679,22062,2.0
21601,21967,2.0
21679,22033,3.0
21840,22079,2.0
21872,22042,2.0
21841,21948,2.0
21619,22020,1.0
21619,22094,2.0
21750,22028,1.0
21857,22069,1.0
21715,22006,1.0
21715,22056,2.0
21715,22104,1.0
21715,21984,2.0
21857,22021,1.0
21607,22094,4.0
21607,22112,2.0
21649,22094,1.0
21633,22094,3.0
21930,22062,1.0
21836,22100,1.0
21868,21992,1.0
21906,22031,2.0
21906,22037,2.0
21906,22112,3.0
21906,21959,1.0
21614,22080,1.0
21702,21947,3.0
21936,22080,1.0
21936,22104,2.0
21936,21961,4.0
21674,22097,1.0
21888,22077,1.0
21750,22108,3.0
21933,22049,1.0
21742,22034,1.0
21850,22037,1.0
21707,22008,1.0
21707,22007,1.0
21922,22040,1.0
21727,22052,1.0
21756,22022,1.0
21640,22040,2.0
21826,21996,2.0
21674,21959,1.0
21770,22092,1.0
21790,22037,2.0
21901,21989,1.0
21737,22071,2.0
21749,22098,1.0
21749,21949,1.0
21749,21974,1.0
21741,22012,3.0
21749,22036,2.0
21805,22114,2.0
21817,22083,1.0
21730,22084,1.0
21731,22066,2.0
21676,22075,1.0
21871,21998,1.0
21604,22109,2.0
21675,22109,2.0
21939,22061,1.0
21848,21982,7.0
21848,22072,1.0
21848,22023,1.0
21939,22012,2.0
21773,22069,3.0
21876,22009,1.0
21876,22097,1.0
21667,22060,2.0
21848,21972,1.0
21939,21992,2.0
21848,22042,3.0
21848,22098,1.0
21835,22055,1.0
21686,21972,2.0
21686,21973,4.0
21879,22077,2.0
21923,22037,1.0
21911,22060,2.0
21644,22082,1.0
21941,21962,2.0
21871,22095,2.0
21807,21974,1.0
21807,22020,2.0
21875,22032,3.0
21895,22014,1.0
21825,21989,1.0
21807,21997,1.0
21679,22059,1.0
21786,22049,2.0
21824,21989,4.0
21702,22109,2.0
21924,22079,1.0
21686,22063,1.0
21805,21973,2.0
21805,22041,1.0
21805,22097,1.0
21805,22091,1.0
21871,22069,2.0
21717,22041,5.0
21768,21989,1.0
21768,22063,1.0
21768,22062,1.0
21768,21967,2.0
21851,22113,2.0
21768,21992,2.0
21768,21969,2.0
21768,22041,3.0
21768,22040,1.0
21765,22104,3.0
21760,22015,1.0
21750,22083,1.0
21841,22023,2.0
21674,22057,2.0
21914,22028,2.0
21760,22038,1.0
21767,21991,2.0
21652,22107,2.0
21732,22081,3.0
21945,22044,1.0
21817,21969,2.0
21699,22037,1.0
21632,22017,1.0
21654,22085,2.0
21699,21966,1.0
21715,21959,1.0
21699,21964,2.0
21654,22067,1.0
21871,21972,1.0
21699,21991,1.0
21884,21988,1.0
21681,22064,1.0
21884,22042,1.0
21918,21952,1.0
21826,21972,3.0
21819,22110,2.0
21927,22087,1.0
21819,22109,1.0
21859,21966,2.0
21817,22057,1.0
21715,21983,1.0
21832,22018,1.0
21611,22041,1.0
21686,22031,1.0
21791,22007,1.0
21933,22095,1.0
21909,21947,1.0
21887,22012,2.0
21732,22114,2.0
21738,22064,2.0
21661,21965,1.0
21906,22104,3.0
21926,22060,2.0
21926,22077,2.0
21926,22092,2.0
21926,21980,1.0
21926,21996,1.0
21926,22020,1.0
21926,21956,2.0
21926,21973,1.0
21926,22051,1.0
21926,22004,2.0
21926,22044,1.0
21926,22003,1.0
21936,22045,3.0
21936,22046,2.0
21936,22069,1.0
21936,22022,2.0
21936,21963,2.0
21890,22062,1.0
21936,21950,1.0
21936,21964,2.0
21936,22114,1.0
21936,22019,2.0
21936,22020,1.0
21936,22086,1.0
21936,21970,2.0
21936,22040,1.0
21676,22062,1.0
21936,21989,3.0
21936,22015,4.0
21936,21962,2.0
21936,22064,1.0
21936,22004,1.0
21896,22075,5.0
21896,22104,4.0
21702,22081,3.0
21702,22108,4.0
21702,22025,1.0
21702,22037,1.0
21702,21965,2.0
21702,22045,1.0
21702,21951,1.0
21799,22044,1.0
21865,22094,1.0
21906,21990,2.0
21826,21990,1.0
21906,22006,1.0
21799,22007,1.0
21799,22032,1.0
21826,22030,2.0
21799,22013,1.0
21799,22031,2.0
21711,22040,2.0
21799,22008,1.0
21799,22054,1.0
21826,21968,1.0
21906,21986,5.0
21862,21951,1.0
21909,22062,1.0
21604,22020,1.0
21696,22106,1.0
21909,22055,1.0
21784,21976,2.0
21909,21980,1.0
21761,22108,1.0
21717,21969,3.0
21823,22089,1.0
21717,22043,2.0
21717,21970,1.0
21804,22063,1.0
21754,22083,1.0
21713,21989,3.0
21705,22084,2.0
21741,22035,3.0
21883,22106,1.0
21718,22088,1.0
21732,22082,2.0
21732,21955,1.0
21690,22065,2.0
21808,22112,1.0
21715,22039,2.0
21892,22022,1.0
21881,22038,1.0
21702,22094,4.0
21815,22097,1.0
21764,22041,1.0
21732,22084,1.0
21732,21959,1.0
21848,21986,1.0
21841,22096,2.0
21840,22076,1.0
21875,22010,1.0
21768,22043,1.0
21890,21948,2.0
21637,22033,1.0
21641,22082,1.0
21647,22078,1.0
21817,21966,1.0
21617,22087,1.0
21913,21985,3.0
21663,22015,1.0
21819,22040,1.0
21784,21957,1.0
21905,22080,3.0
21784,21980,1.0
21905,21966,8.0
21846,21988,1.0
21905,22043,4.0
21667,21967,3.0
21907,22098,2.0
21740,22026,1.0
21678,22048,1.0
21688,22024,1.0
21635,22051,1.0
21882,22060,1.0
21772,22024,1.0
21886,22024,2.0
21678,22002,2.0
21703,22085,1.0
21917,22054,1.0
21737,22044,5.0
21669,22089,1.0
21884,22037,1.0
21629,22010,1.0
21782,21983,2.0
21833,21978,1.0
21614,22030,1.0
21909,22105,1.0
21863,22046,3.0
21863,22022,1.0
21906,22034,1.0
21923,22040,1.0
21792,22033,2.0
21802,22033,2.0
21936,22013,3.0
21730,22108,3.0
21826,21980,2.0
21848,21973,1.0
21797,22079,2.0
21698,22012,1.0
21737,22019,2.0
21929,22070,1.0
21756,22104,1.0
21741,22033,1.0
21774,21971,1.0
21931,22044,2.0
21619,22014,1.0
21703,22040,1.0
21895,21971,2.0
21895,21994,2.0
21895,22046,1.0
21913,22102,1.0
21895,22051,1.0
21903,21968,1.0
21686,21948,2.0
21702,22106,7.0
21654,22040,3.0
21702,22053,3.0
21702,22019,1.0
21825,21996,1.0
21702,22044,1.0
21825,21969,2.0
21715,21982,2.0
21702,22027,2.0
21702,21970,3.0
21654,22006,1.0
21824,22041,2.0
21832,21967,1.0
21824,22064,3.0
21824,22010,1.0
21663,22081,1.0
21654,21991,3.0
21824,22058,1.0
21702,21995,3.0
21862,22071,2.0
21811,22069,3.0
21728,22070,2.0
21730,22054,7.0
21730,21959,4.0
21730,22030,10.0
21730,22037,3.0
21730,21963,4.0
21865,22104,1.0
21808,22086,1.0
21878,22107,1.0
21734,22009,4.0
21670,22058,1.0
21670,22038,1.0
21681,22101,2.0
21793,22036,2.0
21793,22006,3.0
21907,21993,2.0
21946,22093,1.0
21639,22068,1.0
21841,21970,3.0
21946,22090,1.0
21946,22091,1.0
21794,22102,1.0
21834,21976,2.0
21826,22025,3.0
21614,21992,1.0
21667,22062,1.0
21734,21961,1.0
21702,22061,2.0
21734,21962,1.0
21734,22077,1.0
21737,22106,3.0
21637,22017,1.0
21738,22089,1.0
21713,22085,1.0
21870,22086,1.0
21775,21994,1.0
21697,22022,1.0
21690,22017,1.0
21604,22058,2.0
21906,22058,1.0
21840,22016,3.0
21872,22044,1.0
21677,22012,1.0
21639,22078,1.0
21802,21973,1.0
21792,21952,1.0
21813,22113,2.0
21834,22075,1.0
21639,22023,2.0
21826,22024,1.0
21725,21964,1.0
21768,22028,1.0
21768,21958,2.0
21768,22053,2.0
21768,21983,1.0
21807,22112,1.0
21620,22113,1.0
21749,22076,2.0
21749,21972,1.0
21730,22079,5.0
21919,22090,1.0
21869,22012,2.0
21869,22062,2.0
21869,21995,1.0
21869,22013,3.0
21869,21963,1.0
21869,22061,1.0
21869,21992,2.0
21869,22014,1.0
21869,22037,3.0
21907,22012,1.0
21869,22043,1.0
21884,22040,3.0
21629,21968,3.0
21798,22013,2.0
21925,22105,1.0
21892,22080,1.0
21633,22089,5.0
21732,22035,2.0
21665,22035,2.0
21610,22069,1.0
21665,22060,1.0
21787,22067,3.0
21719,22009,1.0
21843,22083,1.0
21652,22011,1.0
21769,22093,2.0
21848,22041,2.0
21787,22071,1.0
21684,22096,1.0
21885,22064,1.0
21919,22010,1.0
21760,22039,1.0
21703,22089,1.0
21745,22008,1.0
21786,22025,1.0
21895,21960,1.0
21628,22010,1.0
21881,22043,1.0
21801,22038,1.0
21671,22063,3.0
21671,22064,3.0
21800,22079,1.0
21754,22024,1.0
21607,22025,1.0
21771,22003,1.0
21926,22043,1.0
21874,22112,1.0
21603,22057,1.0
21620,22035,1.0
21843,21986,1.0
21767,21989,1.0
21708,22111,1.0
21774,22018,1.0
21698,22113,2.0
21936,22011,4.0
21649,22066,1.0
21857,21973,3.0
21636,21964,1.0
21673,21984,4.0
21637,21948,2.0
21762,22033,7.0
21848,22034,2.0
21814,22017,1.0
21695,21955,1.0
21695,22001,1.0
21695,22002,1.0
21620,22015,1.0
21654,22108,1.0
21843,21971,2.0
21887,21993,1.0
21887,22054,1.0
21936,22033,1.0
21651,22109,1.0
21630,21976,1.0
21885,22098,1.0
21720,22095,3.0
21756,22095,1.0
21864,22040,1.0
21810,22113,1.0
21798,21996,1.0
21782,21995,2.0
21790,22087,1.0
21681,22030,1.0
21932,22088,1.0
21921,22013,2.0
21666,21982,1.0
21921,21984,1.0
21678,22023,1.0
21702,22040,3.0
21921,22085,1.0
21710,22027,2.0
21918,22046,2.0
21620,22069,1.0
21620,22075,1.0
21759,22009,1.0
21786,22063,1.0
21787,22033,2.0
21771,21972,2.0
21693,22064,1.0
21769,22101,2.0
21885,22065,2.0
21770,21961,1.0
21895,22005,4.0
21647,22054,7.0
21895,22093,2.0
21895,22030,2.0
21895,22055,3.0
21895,22067,1.0
21895,22061,2.0
21895,21985,1.0
21895,22006,1.0
21895,21982,2.0
21895,21983,1.0
21895,22059,2.0
21895,22010,3.0
21675,22018,1.0
21895,22071,1.0
21647,22071,1.0
21895,22089,1.0
21895,22038,1.0
21895,22090,2.0
21895,22034,1.0
21895,21991,1.0
21895,22016,2.0
21895,22039,2.0
21661,21971,1.0
21661,21988,1.0
21661,22015,1.0
21661,22077,2.0
21661,22086,1.0
21661,21970,3.0
21661,22062,1.0
21661,21990,1.0
21661,21992,1.0
21661,22041,1.0
21661,22039,1.0
21661,22043,2.0
21661,22067,2.0
21661,21999,1.0
21661,22018,2.0
21661,22042,2.0
21661,22071,1.0
21661,22089,1.0
21661,22066,1.0
21661,21967,1.0
21661,21995,2.0
21661,22017,1.0
21661,22040,1.0
21661,22021,1.0
21615,22082,2.0
21647,22057,1.0
21823,22104,1.0
21633,22065,4.0
21867,21965,2.0
21928,21965,1.0
21928,21967,1.0
21913,22098,1.0
21928,22039,1.0
21754,22062,1.0
21928,21972,1.0
21754,22039,1.0
21928,21969,1.0
21705,21961,1.0
21705,22043,2.0
21737,22074,2.0
21681,21947,2.0
21763,21998,1.0
21885,22083,2.0
21830,22109,1.0
21923,21985,1.0
21824,22086,1.0
21762,22062,3.0
21648,22084,1.0
21648,22037,1.0
21617,22065,1.0
21887,22066,2.0
21658,21971,1.0
21912,22102,1.0
21890,21979,1.0
21651,21993,1.0
21934,21972,2.0
21936,21965,3.0
21698,21969,1.0
21603,22031,1.0
21762,21966,4.0
21762,22029,1.0
21762,21981,2.0
21674,21947,1.0
21846,22057,1.0
21846,22105,1.0
21724,22070,1.0
21668,22016,1.0
21682,21992,3.0
21804,22083,1.0
21892,22077,1.0
21817,22084,1.0
21941,22056,1.0
21941,22031,2.0
21788,22032,2.0
21809,21985,1.0
21642,22018,4.0
21653,22108,1.0
21616,21986,1.0
21792,22038,2.0
21792,22092,1.0
21778,22040,1.0
21673,22010,1.0
21794,22056,1.0
21804,22111,2.0
21906,21961,1.0
21740,22069,1.0
21620,22097,1.0
21737,21961,9.0
21802,22094,1.0
21887,22015,2.0
21702,22011,1.0
21824,21964,4.0
21723,22057,2.0
21653,22068,2.0
21614,22013,1.0
21677,22059,1.0
21677,22107,1.0
21818,21985,1.0
21818,22009,2.0
21818,22109,1.0
21818,22108,1.0
21818,22032,5.0
21732,22101,1.0
21767,21980,1.0
21890,22003,1.0
21642,22112,1.0
21917,22068,1.0
21709,21950,1.0
21709,22028,1.0
21810,22040,1.0
21603,22056,1.0
21741,22104,1.0
21922,22025,1.0
21857,22022,1.0
21741,21995,2.0
21758,21987,1.0
21806,21996,1.0
21803,21990,1.0
21862,21950,2.0
21923,22036,1.0
21717,22029,3.0
21772,22047,1.0
21717,21967,2.0
21756,22045,1.0
21756,22067,1.0
21756,22058,2.0
21769,22058,2.0
21767,22107,1.0
21628,21989,1.0
21621,22076,1.0
21726,22086,1.0
21687,22113,1.0
21769,22098,1.0
21666,22101,1.0
21872,21985,1.0
21682,21969,1.0
21756,21949,1.0
21686,21993,1.0
21758,22060,1.0
21681,22060,1.0
21802,22062,1.0
21785,22019,2.0
21750,22058,1.0
21676,22039,1.0
21646,22039,1.0
21771,22039,1.0
21811,22092,2.0
21778,22056,1.0
21807,22067,1.0
21662,22019,1.0
21696,22070,2.0
21696,21959,1.0
21655,21956,3.0
21655,22062,1.0
21685,21964,1.0
21655,21980,1.0
21655,22053,1.0
21655,22029,1.0
21655,22006,2.0
21685,22106,1.0
21655,21981,1.0
21836,21948,1.0
21773,21989,1.0
21786,21966,1.0
21790,21993,1.0
21790,22016,2.0
21668,22047,1.0
21942,22070,1.0
21890,21974,1.0
21643,22061,1.0
21759,22085,1.0
21935,22084,1.0
21826,22036,1.0
21691,21983,1.0
21832,22063,1.0
21903,21998,3.0
21691,22032,1.0
21832,22007,1.0
21832,21964,1.0
21685,22054,1.0
21797,22021,1.0
21941,22037,1.0
21813,22093,2.0
21813,21954,1.0
21863,22072,2.0
21765,21987,1.0
21696,22084,3.0
21882,21971,2.0
21892,22071,2.0
21750,22060,1.0
21784,22105,2.0
21769,22079,1.0
21776,22032,1.0
21634,22012,1.0
21821,22056,2.0
21611,22088,2.0
21854,22092,1.0
21925,22108,2.0
21922,22043,2.0
21922,22021,1.0
21922,21999,1.0
21829,22008,1.0
21732,22062,4.0
21941,21987,1.0
21875,22013,3.0
21841,21968,1.0
21724,21970,2.0
21738,22081,1.0
21724,22095,1.0
21931,22067,4.0
21770,22082,2.0
21797,21967,6.0
21732,21970,2.0
21732,22042,1.0
21627,22067,1.0
21696,22094,3.0
21627,21964,1.0
21667,22061,1.0
21671,22019,1.0
21821,21963,1.0
21821,22035,2.0
21821,22018,1.0
21821,21993,4.0
21821,22019,3.0
21661,22061,2.0
21800,22105,1.0
21843,22088,2.0
21848,21950,1.0
21770,21994,1.0
21826,22033,1.0
21642,22096,1.0
21778,21994,1.0
21862,22075,3.0
21905,22090,1.0
21936,22041,1.0
21936,22018,1.0
21936,22111,1.0
21835,21981,1.0
21740,21981,5.0
21759,22108,2.0
21693,21963,3.0
21625,22106,2.0
21943,22039,1.0
21943,21990,1.0
21686,22001,1.0
21840,22086,2.0
21848,21981,1.0
21873,22107,1.0
21813,22099,1.0
21936,21959,1.0
21936,22007,3.0
21857,22114,2.0
21623,22056,1.0
21773,21963,1.0
21738,22070,1.0
21895,22020,2.0
21901,21992,1.0
21864,22062,1.0
21677,22034,1.0
21734,22088,1.0
21918,21976,1.0
21770,22012,3.0
21821,21961,2.0
21824,22110,1.0
21942,21969,1.0
21942,22043,1.0
21942,22061,1.0
21886,22095,2.0
21863,21987,1.0
21880,22064,1.0
21938,21994,1.0
21825,22083,1.0
21633,22085,1.0
21802,21960,1.0
21802,22007,1.0
21686,22083,1.0
21802,21961,2.0
21603,21992,1.0
21711,21969,1.0
21675,21978,1.0
21675,21969,2.0
21786,21951,1.0
21886,22048,1.0
21885,22059,2.0
21675,22105,1.0
21682,21984,1.0
21869,21985,1.0
21786,22036,1.0
21945,21967,2.0
21945,22005,1.0
21945,21966,2.0
21921,22055,1.0
21945,22015,1.0
21945,21968,1.0
21696,22074,1.0
21728,21988,2.0
21686,22109,1.0
21686,22090,3.0
21835,21982,1.0
21661,21983,2.0
21873,22016,1.0
21715,22094,1.0
21873,22032,1.0
21873,22085,1.0
21873,22054,1.0
21873,21989,1.0
21936,22070,1.0
21936,22108,3.0
21833,22012,2.0
21697,21980,1.0
21936,21972,1.0
21782,21969,1.0
21862,21999,2.0
21936,22102,2.0
21813,21947,1.0
21936,22089,1.0
21936,21948,2.0
21936,22109,2.0
21811,22071,2.0
21936,21949,1.0
21799,21971,1.0
21753,21952,1.0
21748,22025,1.0
21748,22049,2.0
21638,22027,1.0
21666,22027,1.0
21768,22017,2.0
21768,22060,1.0
21768,21984,1.0
21768,22032,1.0
21764,21999,1.0
21666,22052,1.0
21836,22093,1.0
21604,21965,1.0
21604,22059,1.0
21758,21990,1.0
21661,21961,1.0
21857,22093,1.0
21673,22084,1.0
21923,22006,1.0
21627,22011,1.0
21848,22018,2.0
21926,21992,3.0
21880,22086,1.0
21772,22092,1.0
21774,22063,1.0
21696,22104,1.0
21750,22037,1.0
21906,22060,1.0
21740,22028,1.0
21846,22064,1.0
21707,21992,1.0
21840,22060,3.0
21812,21963,1.0
21935,22106,1.0
21903,21970,1.0
21640,22005,1.0
21640,22053,1.0
21811,22025,1.0
21925,22070,1.0
21727,21980,1.0
21805,21966,1.0
21911,22077,2.0
21711,22089,3.0
21682,22064,3.0
21881,22064,2.0
21700,21959,1.0
21693,22085,1.0
21693,22013,4.0
21693,22036,4.0
21693,22061,2.0
21884,22063,1.0
21884,21968,1.0
21693,22083,1.0
21874,22080,1.0
21792,22086,1.0
21879,22024,1.0
21759,21971,2.0
21828,22059,1.0
21711,21970,1.0
21906,21980,1.0
21623,22082,1.0
21710,22051,1.0
21786,21978,2.0
21769,22087,3.0
21875,22077,1.0
21703,22102,1.0
21918,21978,2.0
21792,21981,3.0
21921,21986,3.0
21640,22038,1.0
21790,21962,1.0
21937,22038,1.0
21921,22086,2.0
21788,22090,1.0
21729,22012,1.0
21720,21973,2.0
21767,22091,1.0
21811,21975,1.0
21737,22096,1.0
21659,21948,2.0
21879,22001,1.0
21887,22100,1.0
21787,22007,1.0
21879,22100,3.0
21816,21965,1.0
21861,22038,1.0
21757,21966,1.0
21848,22090,1.0
21732,22011,1.0
21826,22046,2.0
21731,21967,3.0
21788,21968,1.0
21932,22083,1.0
21701,22032,1.0
21701,21966,1.0
21921,22053,2.0
21922,22065,1.0
21629,22079,1.0
21765,21994,1.0
21646,21969,2.0
21634,21968,1.0
21861,21991,1.0
21861,21964,1.0
21757,22031,1.0
21890,21951,1.0
21890,22004,1.0
21888,22109,5.0
21639,22005,1.0
21639,22029,1.0
21765,21971,1.0
21732,22071,1.0
21890,22027,1.0
21727,22027,1.0
21748,21953,1.0
21879,22095,1.0
21930,21991,2.0
21688,22048,1.0
21614,22055,1.0
21633,22018,3.0
21827,22097,1.0
21608,21962,1.0
21703,22064,1.0
21892,22045,1.0
21804,21994,1.0
21607,22047,1.0
21778,21967,1.0
21789,22088,1.0
21675,21971,1.0
21714,22069,2.0
21697,22106,1.0
21737,22098,1.0
21739,22100,1.0
21872,22025,1.0
21675,22078,1.0
21885,21967,3.0
21732,22009,2.0
21657,22086,1.0
21641,21990,3.0
21841,22088,1.0
21733,22022,1.0
21643,22097,1.0
21681,22071,1.0
21809,22036,1.0
21941,21984,1.0
21941,22059,2.0
21941,22012,1.0
21941,21965,2.0
21615,22101,1.0
21848,21996,2.0
21696,22101,1.0
21778,21995,2.0
21913,22096,1.0
21674,22111,1.0
21604,21993,1.0
21698,21967,1.0
21942,21996,1.0
21681,22112,2.0
21762,22011,9.0
21690,22014,1.0
21696,22097,1.0
21633,22063,2.0
21830,22070,1.0
21681,21982,1.0
21885,22112,2.0
21681,22061,1.0
21778,21968,1.0
21728,22107,2.0
21936,22106,1.0
21881,22014,3.0
21669,22091,1.0
21834,21988,1.0
21875,22060,4.0
21791,22011,1.0
21811,21986,3.0
21673,22064,1.0
21797,22087,1.0
21848,22058,1.0
21786,22048,1.0
21840,22097,3.0
21651,22082,1.0
21815,21999,1.0
21740,22004,2.0
21755,22030,1.0
21728,22086,1.0
21921,21989,1.0
21648,22058,1.0
21769,22050,1.0
21675,22107,1.0
21685,22035,1.0
21761,22011,1.0
21769,21974,2.0
21778,22008,1.0
21630,22030,1.0
21711,21985,1.0
21711,22014,1.0
21648,22039,1.0
21875,21997,1.0
21887,22062,1.0
21869,22113,1.0
21638,22109,1.0
21652,22020,1.0
