source_poi,target_poi,delta_times
13841,13172,3.0
13172,13841,1.0
13172,15071,1.0
19810,17205,1.0
16146,12810,1.0
14050,10627,1.0
20428,13993,1.0
17070,9019,1.0
9275,10893,1.0
8739,15911,1.0
15911,10420,1.0
10420,12866,1.0
10093,15144,1.0
20748,19992,1.0
19992,19855,1.0
11357,16996,1.0
7203,10249,1.0
10249,10714,1.0
18707,17337,1.0
17337,13012,1.0
13012,16369,1.0
9414,10914,1.0
7492,12928,1.0
14873,19154,1.0
20288,18872,1.0
20288,19148,1.0
19148,21557,1.0
8211,12635,1.0
19023,12418,1.0
17492,11000,1.0
17492,7053,1.0
7968,16592,2.0
8190,16069,1.0
19537,15869,1.0
17989,10442,1.0
6962,21359,1.0
12956,15837,1.0
15837,13078,1.0
13078,16209,1.0
16209,13078,1.0
19684,16747,1.0
15078,12563,1.0
6969,19593,1.0
19593,20802,1.0
17957,6969,1.0
7031,9766,1.0
16203,6969,3.0
15806,18140,1.0
16203,19970,2.0
11655,6969,1.0
18140,18824,1.0
11655,10146,2.0
10146,18824,3.0
16511,10005,1.0
10005,11209,1.0
18824,9201,1.0
9201,14810,1.0
14810,17451,1.0
9390,7031,1.0
11655,18824,2.0
18824,12670,1.0
11655,12670,1.0
18824,15078,1.0
18824,12252,1.0
12252,7012,1.0
17313,10044,2.0
10044,13404,1.0
13404,9005,1.0
16511,19060,1.0
19060,8946,1.0
8946,7031,2.0
7031,18140,1.0
10071,18732,1.0
11655,15806,1.0
15806,18824,1.0
18824,17451,1.0
17451,12756,1.0
12756,7031,1.0
18824,16203,2.0
11655,19060,1.0
7031,17224,1.0
17224,13012,1.0
18824,7031,1.0
11655,16203,1.0
10065,8917,1.0
8917,17603,1.0
18824,9270,1.0
12372,11619,1.0
11619,9201,1.0
9917,20190,1.0
11870,8517,1.0
12190,18872,1.0
21459,21061,1.0
12481,7701,2.0
7701,18753,1.0
18249,12848,1.0
12848,16468,1.0
12928,16784,1.0
16808,13394,1.0
13394,8638,1.0
20412,20069,1.0
10611,14741,1.0
18760,9608,1.0
12834,12991,1.0
18399,16544,1.0
16544,11292,2.0
12376,21250,2.0
10414,12376,1.0
21091,12376,4.0
6954,17192,1.0
17192,12376,1.0
18583,13567,1.0
18272,9608,1.0
18418,9884,1.0
12376,20267,3.0
12426,21091,1.0
12376,10414,2.0
10414,12991,1.0
10499,14616,1.0
13567,6964,1.0
6964,10414,1.0
18399,9874,1.0
9874,11791,1.0
11791,20410,1.0
19135,17260,1.0
13590,16568,1.0
10507,12376,1.0
21482,12376,1.0
13847,16793,1.0
16793,17260,1.0
17260,17571,1.0
19616,12376,1.0
21302,17313,1.0
14124,9238,1.0
8499,13441,1.0
17488,19937,1.0
19937,17488,5.0
14856,17488,1.0
9649,12655,1.0
11808,17488,1.0
13163,19937,1.0
21219,17488,2.0
8084,21219,1.0
19937,21219,1.0
18358,17488,1.0
8442,17488,1.0
13163,20386,1.0
20386,10244,1.0
19811,21414,1.0
15557,18606,1.0
11602,11703,1.0
11602,11121,1.0
18904,21268,1.0
13033,19178,1.0
20694,10074,1.0
12083,11262,1.0
11262,18763,1.0
11262,19128,8.0
10328,9494,1.0
14224,13345,1.0
18223,20466,1.0
15494,9068,1.0
18133,20434,1.0
16556,13295,1.0
12037,19968,1.0
20434,15613,1.0
16141,18223,1.0
11578,20128,1.0
20128,21117,1.0
10264,18546,1.0
13250,7189,1.0
7189,13007,1.0
7189,11030,1.0
7189,10325,1.0
7189,19980,2.0
18573,20114,1.0
10581,21545,1.0
18642,19760,1.0
19471,16294,1.0
14669,11117,1.0
12387,12928,1.0
8049,9272,3.0
7091,9272,1.0
19461,7069,1.0
7069,17127,1.0
12527,21216,1.0
16778,17313,2.0
16178,12811,1.0
12811,13100,1.0
16229,7968,1.0
15630,16778,2.0
10080,14082,1.0
19418,20021,1.0
12737,15183,1.0
16778,12065,1.0
19619,12737,1.0
11507,9515,1.0
15598,19418,1.0
19418,20428,1.0
11507,21458,1.0
16178,16778,1.0
11162,9403,1.0
16856,14111,2.0
17688,16606,1.0
16606,16617,1.0
18781,14858,1.0
12956,16522,1.0
6966,12216,1.0
12932,14510,1.0
12932,14895,1.0
7968,14324,1.0
12290,9645,1.0
10046,19274,1.0
19274,9997,1.0
15583,20357,1.0
16418,8138,1.0
20907,12932,1.0
14857,18900,1.0
7968,14510,1.0
8025,19187,1.0
19187,8025,1.0
17972,17826,1.0
9238,16958,1.0
16598,9674,1.0
16598,14772,1.0
18114,14217,1.0
13918,12926,1.0
12926,18177,1.0
21147,11508,1.0
16598,17736,1.0
17858,13413,1.0
18829,19970,1.0
13600,9678,1.0
9678,14067,1.0
20624,14863,1.0
12458,13807,1.0
13807,21286,1.0
13807,13656,1.0
19783,14426,1.0
6958,8034,1.0
21577,11048,1.0
14975,8208,1.0
16074,16405,1.0
11477,7955,1.0
14975,8034,2.0
11477,19112,2.0
19112,15443,1.0
7426,14029,1.0
14029,18694,1.0
18694,12538,1.0
19112,16074,2.0
10517,14975,1.0
14975,9094,2.0
19112,14975,1.0
19112,7955,1.0
19112,17509,1.0
11477,14975,1.0
8034,14975,1.0
19112,8034,1.0
8034,16074,1.0
9094,19508,1.0
17177,17224,1.0
21524,19823,1.0
19823,20434,1.0
19659,20434,1.0
14556,18927,1.0
18927,7647,1.0
7647,20639,1.0
20639,18786,1.0
18786,10265,1.0
9209,9040,2.0
7728,20891,1.0
19673,7492,1.0
19098,12941,1.0
20244,12036,1.0
16794,14045,1.0
16794,7802,1.0
8335,12252,1.0
14501,18113,1.0
9811,16794,1.0
9450,16794,1.0
7802,12258,1.0
15071,18767,1.0
9797,9876,1.0
9450,10011,1.0
9450,7166,1.0
8340,16794,1.0
12554,17246,1.0
9408,7518,1.0
11505,21539,1.0
13703,7143,1.0
16843,13703,1.0
16807,11447,1.0
10821,14510,1.0
9242,18837,1.0
15437,7968,1.0
8012,14158,1.0
19037,16502,1.0
10407,12938,1.0
15816,9422,1.0
16294,8140,1.0
14502,8140,1.0
10766,19154,1.0
19154,12259,1.0
21076,10406,1.0
18224,8274,1.0
9895,14759,1.0
14759,14532,1.0
10746,16591,1.0
16591,18809,1.0
7436,19027,1.0
19027,17827,1.0
17827,9238,1.0
9238,8992,1.0
7724,13948,1.0
7427,8466,1.0
8466,7427,1.0
7724,12078,1.0
11803,18744,1.0
7427,13796,1.0
12090,16747,1.0
18568,9933,1.0
9933,7649,1.0
19145,20353,1.0
20353,8992,1.0
18540,9269,1.0
13796,18568,1.0
17261,13485,1.0
8719,15925,1.0
9338,7466,1.0
12920,19967,1.0
20805,15034,1.0
15034,15891,1.0
12920,19607,1.0
12920,15891,1.0
14880,20729,7.0
14880,10388,27.0
11507,14937,6.0
10388,20729,6.0
14880,14937,1.0
14937,20729,1.0
7027,18479,1.0
18479,14937,1.0
20729,14120,1.0
14120,17788,2.0
17788,18364,1.0
18364,11507,1.0
20729,11507,1.0
14120,14214,1.0
9994,10914,1.0
18479,10220,1.0
10388,14120,1.0
14120,20573,1.0
17788,20573,1.0
8917,16948,1.0
8583,14030,1.0
17935,9516,1.0
9516,9663,1.0
9663,20244,1.0
16581,13918,1.0
14322,12330,1.0
14375,16659,1.0
10041,19097,2.0
14269,16515,2.0
17867,14269,2.0
16515,17719,1.0
19665,17867,1.0
17867,16630,1.0
12206,11534,1.0
10413,18074,1.0
12917,18228,1.0
18228,9844,1.0
9844,10677,1.0
10677,15183,1.0
9016,17700,1.0
17700,19343,1.0
19343,17213,1.0
8517,13608,1.0
15644,10413,2.0
7883,7064,1.0
7968,8455,1.0
18154,20009,1.0
20009,15207,1.0
20354,10413,1.0
16108,8517,1.0
15789,20428,1.0
10413,20354,1.0
7968,10010,1.0
20792,11198,1.0
9594,10650,1.0
10650,10442,2.0
10583,20724,1.0
13084,17866,1.0
12615,16626,1.0
13849,21326,1.0
7487,10218,1.0
9094,7688,1.0
8190,18694,1.0
20069,12611,1.0
12611,17803,1.0
17803,15112,1.0
15112,10864,1.0
10864,12460,1.0
12460,8872,1.0
7445,9238,1.0
9238,18056,1.0
7787,18020,1.0
16747,14948,1.0
10581,12954,1.0
19424,19187,1.0
15922,8637,1.0
8637,8977,1.0
17683,16751,1.0
19234,13577,1.0
14776,17592,1.0
17592,16520,1.0
13483,19822,1.0
9179,8848,1.0
8848,16033,1.0
10199,18943,1.0
10840,13742,1.0
21044,12385,1.0
12385,8189,1.0
8189,19004,1.0
8854,20774,1.0
11806,8189,1.0
21044,16483,2.0
20234,8854,1.0
10154,11701,1.0
16520,9380,1.0
16256,10840,1.0
13858,21112,1.0
19144,9237,1.0
7398,17058,1.0
18900,9004,1.0
9004,14857,1.0
14857,10914,1.0
10914,11266,2.0
20681,17054,1.0
14718,19277,1.0
12656,9238,1.0
11863,9081,1.0
9081,20857,1.0
20724,12416,1.0
16973,12124,1.0
12496,8986,1.0
7643,17260,1.0
8486,18675,1.0
9663,20593,1.0
17260,20585,1.0
19962,10037,1.0
18399,20876,1.0
7839,7435,1.0
19520,10581,1.0
18294,12513,1.0
16744,9234,1.0
14896,18282,1.0
19970,16178,1.0
20643,8248,1.0
8248,16301,1.0
7277,10614,1.0
10614,12137,1.0
12137,10295,3.0
10295,8960,1.0
8960,17547,1.0
17547,20116,3.0
20116,11935,1.0
11935,21316,1.0
21316,12892,1.0
12892,15811,1.0
15811,14124,1.0
20724,12682,1.0
12682,12137,1.0
12679,17448,1.0
12679,20411,1.0
12137,12682,1.0
12682,7188,1.0
18900,11050,1.0
18900,11256,1.0
18339,11028,1.0
18339,10003,1.0
13899,13617,1.0
13899,17301,1.0
13899,14253,3.0
10222,14253,1.0
11028,10833,1.0
13899,12101,1.0
10222,11028,1.0
11028,13112,1.0
16937,13112,1.0
13899,9382,1.0
7413,7392,1.0
17313,17210,1.0
17210,11384,1.0
11384,9300,1.0
9300,21368,1.0
12388,17313,1.0
17268,20805,1.0
17225,18294,1.0
8738,20434,2.0
15992,21018,2.0
21018,18791,1.0
7345,9954,1.0
18696,7711,1.0
14869,10762,1.0
8730,19889,1.0
7070,15898,1.0
18606,14058,1.0
21019,9455,1.0
14526,15115,1.0
9997,19952,1.0
20532,19822,1.0
11606,17193,1.0
17193,11399,1.0
14542,10837,2.0
7781,16630,1.0
13534,18959,1.0
8587,9267,1.0
13938,9613,1.0
18564,13997,1.0
13480,12580,1.0
21262,16324,18.0
16324,21262,1.0
17323,12156,1.0
19727,17841,1.0
16203,11734,23.0
11734,20535,1.0
15078,18637,1.0
18637,7575,2.0
16203,11187,1.0
11734,18824,1.0
18824,13991,1.0
9095,11734,1.0
17256,17554,1.0
18824,10905,1.0
16203,18369,1.0
19709,8848,1.0
8848,11080,1.0
11734,18759,1.0
20428,13483,1.0
9890,9240,1.0
11345,9325,4.0
17935,15519,1.0
9302,8595,1.0
9325,11345,1.0
11345,9302,1.0
17935,9378,1.0
8324,9302,1.0
8324,8367,1.0
10414,7382,1.0
9307,20270,1.0
13903,14531,1.0
14531,8572,1.0
15720,13713,1.0
9965,19561,1.0
15414,8503,6.0
15414,14528,1.0
14528,8503,1.0
9965,20913,1.0
20913,8503,2.0
13967,8503,1.0
20626,8503,1.0
8503,19561,1.0
19561,8503,2.0
12008,8503,1.0
15824,7851,1.0
7851,11533,1.0
11533,9971,1.0
15414,19561,1.0
10428,15414,1.0
20116,8503,1.0
7851,21336,1.0
21516,11621,1.0
8503,11784,1.0
11784,8503,1.0
17853,8503,1.0
17460,18151,1.0
18151,8503,1.0
13967,20116,1.0
20116,15414,1.0
14124,13883,1.0
14451,8503,1.0
9393,10280,1.0
9393,8970,1.0
20312,20741,1.0
9393,19118,1.0
9852,8398,1.0
8398,17945,1.0
10107,9393,1.0
8834,7968,2.0
16800,17945,1.0
18658,19296,2.0
12627,10425,1.0
12697,18792,1.0
19117,18792,1.0
18792,12697,2.0
12252,19751,1.0
19117,12697,1.0
18792,11887,1.0
11887,18759,1.0
8517,12928,1.0
14616,18399,1.0
18836,17401,1.0
17401,14884,1.0
14884,20901,1.0
20901,20417,1.0
20901,14957,1.0
18836,11358,1.0
13745,12335,1.0
12335,7821,1.0
7821,9178,1.0
9178,7364,1.0
7364,15078,1.0
15078,9898,1.0
16203,15067,1.0
15067,20101,2.0
20101,18479,2.0
18479,7149,1.0
20428,12076,1.0
9637,18026,1.0
9637,17607,1.0
11432,9945,1.0
18694,20724,2.0
19793,20694,1.0
12511,11072,1.0
10746,8189,1.0
19907,18745,2.0
19793,7724,1.0
6985,8562,1.0
8562,8444,1.0
19793,18097,1.0
18329,18745,1.0
15391,18745,1.0
12354,6972,1.0
14460,15494,1.0
6972,21325,1.0
21325,14460,1.0
21098,10958,1.0
18148,9706,1.0
9706,10028,1.0
13662,11750,1.0
13389,17223,1.0
11541,10104,1.0
10104,18118,1.0
18118,10028,1.0
10028,18118,1.0
9706,21473,1.0
16900,14152,1.0
16203,13389,1.0
13389,18961,1.0
18961,9706,1.0
16854,10528,1.0
9022,15951,1.0
16203,16864,1.0
11541,17560,1.0
16864,18912,1.0
13389,9706,1.0
17527,18479,1.0
18479,18118,1.0
18118,7128,1.0
7128,9706,1.0
18690,7412,1.0
15452,16027,1.0
16031,15452,2.0
16027,9989,1.0
12429,9643,1.0
16031,9989,1.0
8106,10791,1.0
17313,20101,1.0
8719,9238,1.0
9238,16808,1.0
16808,9611,1.0
11072,17250,3.0
17250,14532,1.0
19659,7744,1.0
7655,16830,2.0
18810,15737,1.0
15737,11384,1.0
20044,10042,1.0
15320,15494,1.0
9197,17233,1.0
9675,10702,1.0
15320,9675,1.0
9178,13389,2.0
11503,13389,2.0
7053,10625,1.0
9818,13389,1.0
19791,9300,1.0
13389,17560,1.0
15202,16771,1.0
18344,18118,1.0
17560,11541,1.0
9533,9546,1.0
9546,11033,1.0
11033,10211,1.0
10211,16626,1.0
16626,15115,1.0
9546,18470,1.0
14937,11836,2.0
11836,8465,1.0
8465,13328,1.0
14937,13467,6.0
13467,10388,1.0
10388,13496,1.0
13496,10388,1.0
17213,7590,1.0
18479,8181,1.0
8181,17745,1.0
17745,16203,1.0
13467,14937,7.0
8465,13467,1.0
13467,13328,1.0
14937,15315,1.0
11836,14937,1.0
14937,13328,1.0
10624,19060,1.0
19060,11836,1.0
13467,8465,1.0
14789,8181,1.0
8181,7268,1.0
7268,8465,1.0
16940,16443,1.0
16443,12074,1.0
12074,9127,1.0
9127,19504,1.0
20805,20373,1.0
18403,20373,1.0
18312,18294,1.0
18294,12230,1.0
18294,11448,1.0
10209,18294,2.0
13968,18312,1.0
18587,8190,1.0
16544,14326,1.0
15912,13570,1.0
13570,9712,1.0
8719,14522,1.0
8146,12655,1.0
19166,7803,1.0
18515,13811,1.0
10658,13811,1.0
18470,7737,1.0
17295,13011,1.0
8843,8285,1.0
8141,14901,1.0
8219,7457,1.0
20177,10745,1.0
14947,20506,1.0
20506,8597,4.0
11360,13336,1.0
16655,11540,3.0
14862,16655,1.0
13918,20961,1.0
7211,19850,1.0
14936,15911,1.0
12797,9961,1.0
12593,8245,1.0
16207,12456,1.0
13244,17875,1.0
12593,10762,1.0
20044,16982,3.0
14124,19959,1.0
9238,13252,1.0
13252,16375,1.0
16375,21475,1.0
15342,10267,1.0
16178,13371,1.0
13371,11308,1.0
16182,14355,1.0
14355,19228,1.0
20737,21575,1.0
21575,16778,1.0
21575,19119,1.0
19011,15093,1.0
17595,19011,1.0
19011,8079,1.0
19011,19119,1.0
19119,15290,1.0
10911,13164,1.0
13164,10958,1.0
16203,16229,4.0
18788,19165,1.0
20729,20573,2.0
16229,11507,1.0
20101,9231,1.0
9231,16229,1.0
9231,20681,1.0
12362,18046,1.0
16203,18961,6.0
15374,11321,4.0
21117,16368,1.0
10581,20142,1.0
17766,15995,1.0
20258,16793,1.0
10552,18349,1.0
14117,8972,1.0
18715,8033,1.0
8479,14814,1.0
21268,16713,1.0
13270,17712,1.0
11119,13388,1.0
16511,15604,1.0
18943,20509,1.0
14769,7742,1.0
9607,7883,1.0
15911,7968,1.0
20101,16178,1.0
15911,11507,1.0
11507,13698,1.0
15013,20904,1.0
20904,17313,1.0
17313,17555,1.0
17555,20423,1.0
15911,15323,1.0
8739,13517,1.0
15911,13602,1.0
16203,13513,1.0
13513,15911,1.0
15013,7940,1.0
7883,13543,1.0
18855,11374,1.0
9706,7968,1.0
7968,16366,4.0
11619,18993,1.0
11619,16178,1.0
16178,14379,1.0
20592,9752,1.0
18732,10478,1.0
16366,15598,1.0
7102,12252,1.0
8708,19970,1.0
7102,7567,1.0
14331,15653,1.0
11283,12123,1.0
11062,7254,1.0
20425,9261,1.0
13296,9177,5.0
9177,19783,4.0
6999,13296,1.0
9177,15150,1.0
13296,19783,1.0
11529,20346,1.0
10850,8882,2.0
16458,8882,2.0
15175,7554,1.0
14767,13468,1.0
17603,7031,1.0
7031,14677,1.0
20410,17260,1.0
16199,7705,1.0
14101,10657,3.0
14101,9971,1.0
14883,11186,1.0
11186,10657,1.0
19191,11186,1.0
10916,10657,1.0
19487,10657,1.0
8141,7687,1.0
7687,10657,1.0
19939,13648,1.0
14101,20211,1.0
20211,9789,1.0
19487,10453,1.0
13648,10657,1.0
15631,14451,1.0
9971,10657,1.0
20116,7633,1.0
11229,9894,1.0
14101,15211,1.0
15211,9244,1.0
20116,17108,1.0
18444,17664,1.0
17664,9244,2.0
9244,10657,1.0
20116,10657,2.0
10657,17664,2.0
20819,13648,1.0
9971,20116,2.0
20116,17664,2.0
7633,17108,1.0
7099,17108,1.0
17664,13648,1.0
14101,17664,1.0
17664,10657,1.0
13780,10657,1.0
19487,16111,1.0
16111,7020,1.0
8142,10685,1.0
10685,17141,1.0
12395,11577,1.0
18287,17607,1.0
10022,19391,1.0
7201,19651,1.0
15136,7712,1.0
12659,17855,1.0
9238,20525,1.0
20130,19467,1.0
19467,14869,1.0
14869,8915,1.0
18190,15004,1.0
19467,18757,1.0
18757,11695,1.0
11695,14377,2.0
7941,16781,1.0
9645,19011,1.0
13558,11957,1.0
11957,10291,1.0
8188,10742,1.0
10742,13661,1.0
13661,16048,1.0
16584,10742,1.0
9997,16584,1.0
17038,12779,1.0
17313,7822,1.0
17313,13742,1.0
12435,8085,1.0
18163,16689,1.0
16689,14171,1.0
14171,18163,1.0
7494,12970,1.0
12970,11364,1.0
11364,7494,1.0
18163,19883,1.0
18163,9997,1.0
17314,8972,1.0
17314,11265,1.0
11182,16476,1.0
14785,11182,1.0
10689,16659,1.0
17313,17276,1.0
11836,18479,1.0
14219,9201,1.0
12967,18872,1.0
18872,15982,1.0
9997,16781,1.0
15078,19227,1.0
12056,19980,1.0
19980,13632,1.0
18451,17257,1.0
17257,12313,1.0
15374,18960,1.0
18960,11662,1.0
11662,21245,1.0
16938,8219,1.0
8219,10440,1.0
9940,20879,1.0
12313,19697,1.0
12313,21245,1.0
21245,10440,1.0
21245,12313,1.0
12313,11411,1.0
11411,9641,1.0
9641,16296,1.0
16296,19697,1.0
10581,8080,1.0
8080,17311,1.0
11072,8801,1.0
13354,8727,1.0
17469,9000,1.0
7732,21575,1.0
9386,10552,1.0
10552,9379,1.0
9379,11631,1.0
11631,18523,1.0
18523,8678,1.0
8678,19322,1.0
11204,16785,1.0
14119,14302,1.0
17956,17471,1.0
10128,10041,1.0
14542,14547,2.0
21194,15767,2.0
19439,18070,1.0
15374,19439,3.0
17978,20596,1.0
20596,11666,1.0
21353,12718,1.0
13004,16253,2.0
16253,13004,2.0
18282,20380,1.0
11529,10814,1.0
9238,11863,1.0
14836,20069,1.0
17029,16713,1.0
19945,18802,1.0
15772,21456,1.0
20695,10479,1.0
10479,12794,1.0
12611,10191,1.0
16154,18556,1.0
17981,7827,1.0
15056,17308,1.0
16276,14808,1.0
16500,18711,1.0
7565,20882,2.0
20882,15547,1.0
13078,19845,1.0
20408,19845,1.0
20884,18335,1.0
18335,13837,1.0
13837,18246,1.0
18246,16367,1.0
13078,21166,1.0
21166,9676,1.0
14277,15729,1.0
15729,9627,1.0
9627,15385,1.0
21075,7008,1.0
15561,11148,1.0
11391,12261,1.0
18294,11246,1.0
19929,9159,1.0
9159,14144,1.0
14906,19557,1.0
21239,13297,1.0
13297,16743,1.0
20434,14144,1.0
16213,20724,1.0
17317,12766,1.0
18395,19654,1.0
17345,10408,1.0
8503,13967,1.0
8503,15831,1.0
10550,15831,1.0
13780,8503,1.0
19281,15806,1.0
17152,15754,1.0
13352,7658,1.0
15630,8586,1.0
8586,8301,1.0
7031,19552,1.0
10220,16655,1.0
14124,21353,1.0
13364,18754,1.0
14818,12614,1.0
10324,18294,1.0
18677,19735,1.0
19818,7304,1.0
20270,16257,2.0
19513,20179,1.0
10431,12065,1.0
12065,21335,3.0
7918,11496,1.0
11496,12051,1.0
11721,21335,1.0
21335,12065,1.0
21335,17356,1.0
21335,11721,1.0
15583,18055,1.0
18055,19011,1.0
19011,13159,1.0
13159,12065,1.0
17356,9544,1.0
9544,12065,1.0
11606,12065,1.0
12065,8295,1.0
11606,17778,1.0
17778,12065,1.0
13921,12044,1.0
13883,15282,1.0
7679,12060,1.0
12060,13833,1.0
13833,19321,1.0
19321,11557,2.0
11557,8620,1.0
8620,17826,1.0
18481,20225,1.0
15188,13883,1.0
18946,17827,1.0
16867,13570,1.0
20911,15802,1.0
15188,9318,1.0
21039,11787,1.0
9318,13883,1.0
15062,13883,2.0
18714,12103,1.0
13921,17590,1.0
9081,8444,1.0
8828,7560,1.0
10131,20357,1.0
8963,18822,1.0
8832,8909,1.0
14962,19101,1.0
18108,20337,1.0
18021,18028,1.0
13494,12593,2.0
12593,21437,1.0
7792,14574,1.0
19467,15004,1.0
12593,13494,1.0
13494,14962,1.0
13494,21437,1.0
21437,8730,1.0
14574,7792,1.0
7982,11261,1.0
9983,15223,1.0
15340,10763,1.0
10763,15340,1.0
15340,8120,1.0
18751,10185,1.0
16625,8085,1.0
14944,12045,1.0
9242,15598,1.0
18801,15175,1.0
15175,20714,1.0
8517,15819,1.0
18053,21371,1.0
16763,10772,1.0
10772,7378,1.0
14775,21345,1.0
16468,14775,1.0
16006,14775,1.0
18361,19461,1.0
17127,9372,1.0
7203,19461,1.0
12627,13433,1.0
18603,12278,1.0
12278,13811,1.0
12278,19991,1.0
19991,18603,1.0
17607,14344,1.0
13715,13691,1.0
11912,13648,1.0
13648,10917,1.0
20075,19487,1.0
12204,17209,1.0
16025,13805,1.0
13011,12644,1.0
11916,17234,1.0
17234,20075,1.0
17234,9227,1.0
11912,16374,1.0
15507,13116,1.0
14268,17209,1.0
13475,11761,1.0
8852,10992,1.0
13780,14268,1.0
16789,10911,2.0
10911,9222,1.0
8999,9678,1.0
9678,15316,1.0
9186,13330,1.0
15316,9678,1.0
11861,15301,1.0
14474,9343,1.0
9343,9678,1.0
9678,11861,1.0
11861,20306,1.0
12878,8367,1.0
16789,15803,1.0
15803,15173,1.0
7916,13448,1.0
16789,18382,1.0
18382,8237,1.0
8237,16601,1.0
10911,12562,1.0
12562,12528,1.0
12528,8237,1.0
10911,10958,2.0
16789,10209,4.0
10209,16789,1.0
16789,13679,1.0
16622,16789,1.0
16789,11754,1.0
11754,10209,1.0
11639,18992,1.0
7760,14878,1.0
18556,17935,1.0
17288,9402,1.0
15912,21146,1.0
17902,13473,1.0
13473,11799,1.0
18786,11799,1.0
9561,21105,2.0
21105,15374,1.0
21105,18487,1.0
13911,12973,1.0
13911,11920,1.0
11920,21105,1.0
21105,9561,1.0
9561,10581,1.0
9561,12973,1.0
20935,11920,1.0
12252,21407,1.0
11889,9678,1.0
14855,11201,1.0
8340,10722,1.0
7585,17349,1.0
19799,9769,1.0
9769,12213,1.0
15898,20244,1.0
20244,10170,1.0
12766,14654,1.0
14654,12611,1.0
12611,20724,1.0
20909,10392,1.0
16988,10392,1.0
10392,16988,1.0
16988,13873,1.0
17598,18606,1.0
20905,20244,1.0
11316,18188,1.0
12747,9238,1.0
9238,7571,1.0
7638,15062,2.0
15062,18253,2.0
10999,7638,1.0
7638,18253,1.0
18097,20855,1.0
20855,11803,1.0
9238,19983,1.0
10124,10619,1.0
21163,19983,1.0
8820,15656,1.0
12039,7654,1.0
7654,10619,1.0
12225,14450,3.0
19309,11951,1.0
12497,9528,1.0
18745,18063,1.0
18063,13615,1.0
13615,20179,1.0
20179,14616,1.0
14616,21482,1.0
11138,13723,1.0
13723,16747,1.0
16747,14450,1.0
9238,10930,1.0
18809,19209,1.0
15656,14450,1.0
14450,17743,1.0
10619,16979,1.0
16979,16483,1.0
10619,18809,1.0
7887,19596,1.0
15004,19515,1.0
13326,14626,1.0
14626,11250,1.0
8813,20434,1.0
8813,12562,1.0
21325,8813,1.0
7417,15616,1.0
8813,16320,1.0
10958,21288,1.0
12766,9685,1.0
9685,9678,1.0
9678,17698,1.0
12094,20294,1.0
20294,14936,1.0
14936,16178,1.0
11946,7134,1.0
19991,16774,1.0
16774,19658,1.0
9533,17563,1.0
17563,14969,1.0
14969,14645,1.0
11507,15754,2.0
15754,17858,2.0
8366,13340,1.0
13340,11507,1.0
15598,14299,1.0
8331,12569,1.0
8820,19567,1.0
15017,17032,1.0
10003,7136,1.0
7136,8268,1.0
9060,11183,1.0
11183,9060,1.0
14130,17692,2.0
8329,10581,1.0
16823,12602,1.0
8703,10946,1.0
16427,17018,1.0
17018,16427,1.0
11795,10581,1.0
12955,19547,1.0
12955,20298,2.0
19547,12955,1.0
12955,17971,1.0
11325,16330,1.0
7283,8517,1.0
8085,12252,1.0
12252,8853,1.0
8853,7968,1.0
9305,9298,1.0
11100,14375,1.0
17076,8051,1.0
21264,10924,1.0
10924,9669,1.0
9669,11023,1.0
16010,19270,2.0
7836,8103,1.0
9238,8783,2.0
8783,20694,1.0
20694,18020,1.0
9238,10540,1.0
7473,8759,1.0
8719,8801,1.0
8801,19567,1.0
13342,13777,1.0
12061,8783,1.0
8820,12181,1.0
10913,9238,1.0
13441,17195,1.0
11836,8181,1.0
17770,7331,1.0
7765,17704,1.0
9134,7331,3.0
17770,19992,1.0
15425,17770,1.0
12149,17770,4.0
13467,7331,1.0
7765,17770,1.0
17770,12149,1.0
20573,7978,1.0
12149,9134,1.0
8274,18955,1.0
18955,7968,2.0
7968,16383,1.0
21407,16064,1.0
16064,8274,1.0
20949,16747,1.0
12863,9895,1.0
9895,12061,1.0
8308,20018,1.0
16747,7671,1.0
14652,20776,1.0
20145,20147,1.0
12365,21386,1.0
21386,15286,1.0
20302,9534,1.0
7287,12048,1.0
20774,8854,1.0
18020,12439,1.0
12445,7836,1.0
8926,21337,1.0
18382,13969,1.0
13164,8317,1.0
10209,18382,1.0
18382,15803,1.0
10702,15647,1.0
15647,18737,1.0
10958,10911,1.0
13679,13164,1.0
12928,18056,1.0
16165,18835,1.0
15593,19562,1.0
13107,17934,1.0
20401,9980,1.0
20529,19010,1.0
7304,12310,1.0
13903,17695,1.0
19104,19562,1.0
19562,9277,1.0
7304,17104,1.0
7304,19104,1.0
11414,17104,1.0
19562,16536,1.0
14221,9427,1.0
15489,16747,1.0
8143,17042,1.0
13880,10761,1.0
18339,14554,1.0
14860,12795,1.0
12795,11816,1.0
12662,8190,1.0
18399,13692,1.0
10620,14605,1.0
18986,7714,1.0
7714,18937,1.0
9240,13730,1.0
7520,18041,1.0
18041,13730,1.0
15385,8837,1.0
8837,19154,1.0
11471,19293,1.0
12216,8651,1.0
16303,12216,1.0
15361,11895,1.0
11895,11471,1.0
14789,13496,1.0
18921,14789,1.0
12563,9891,1.0
13150,19262,1.0
13662,9891,4.0
9891,13150,2.0
9891,13662,1.0
7582,20624,1.0
7440,17045,1.0
17045,14103,1.0
19472,10015,1.0
10015,20516,1.0
10260,13473,1.0
13296,12713,1.0
9766,8166,2.0
16178,12065,1.0
12065,14117,1.0
17363,19744,1.0
