poi,catg,delta_times
12763,21638,1.0
16707,21650,1.0
7197,21645,1.0
15442,21857,1.0
21289,21763,1.0
13905,21635,1.0
21193,21609,1.0
20437,21914,1.0
17029,21705,1.0
7097,21642,1.0
19855,21787,1.0
20242,21833,1.0
16433,21697,1.0
17972,21934,1.0
11153,21666,1.0
15264,21711,1.0
8346,21737,1.0
9413,21718,1.0
17697,21769,1.0
16570,21787,1.0
7105,21666,1.0
19944,21835,1.0
13347,21717,1.0
17329,21720,1.0
14435,21836,1.0
16665,21666,1.0
16783,21886,1.0
19877,21799,1.0
13557,21833,1.0
18814,21879,1.0
18384,21739,1.0
7694,21886,1.0
19690,21739,1.0
9035,21783,1.0
11821,21609,1.0
12271,21688,1.0
9449,21662,1.0
12241,21892,1.0
21451,21609,1.0
9891,21792,1.0
12034,21688,1.0
7650,21842,1.0
17626,21688,1.0
9521,21720,1.0
19353,21914,1.0
19417,21823,1.0
10602,21748,1.0
16712,21688,1.0
11306,21609,1.0
14252,21913,1.0
8581,21645,1.0
18066,21733,1.0
12268,21678,1.0
14595,21695,1.0
9825,21666,1.0
13373,21820,1.0
11916,21783,1.0
9542,21931,1.0
16025,21857,1.0
17108,21787,1.0
12754,21666,1.0
11758,21733,1.0
7291,21630,1.0
20910,21779,1.0
13308,21857,1.0
12355,21925,1.0
14348,21857,1.0
20346,21914,1.0
11040,21753,1.0
16553,21645,1.0
10128,21840,1.0
13430,21739,1.0
7677,21763,1.0
20307,21696,1.0
11857,21696,1.0
17565,21666,1.0
19156,21939,1.0
19281,21769,1.0
21464,21862,1.0
7670,21630,1.0
11148,21836,1.0
20764,21740,1.0
18668,21772,1.0
9995,21609,1.0
13059,21857,1.0
16265,21731,1.0
16696,21609,1.0
20253,21932,1.0
11035,21820,1.0
14299,21753,1.0
11560,21697,1.0
9473,21835,1.0
19057,21879,1.0
14456,21652,1.0
16280,21890,1.0
15809,21877,1.0
18169,21618,1.0
21000,21842,1.0
13410,21747,1.0
14388,21769,1.0
13000,21733,1.0
19160,21737,1.0
8129,21835,1.0
21019,21820,1.0
9128,21733,1.0
14734,21840,1.0
7563,21820,1.0
13257,21635,1.0
11033,21933,1.0
15611,21934,1.0
8350,21914,1.0
9502,21914,1.0
8893,21763,1.0
10841,21609,1.0
8723,21688,1.0
20025,21787,1.0
19923,21666,1.0
12681,21604,1.0
18401,21715,1.0
19813,21678,1.0
17137,21688,1.0
9774,21771,1.0
8941,21783,1.0
15213,21879,1.0
12704,21913,1.0
9463,21710,1.0
11332,21609,1.0
10339,21783,1.0
9490,21753,1.0
12667,21783,1.0
21348,21879,1.0
9683,21842,1.0
8815,21793,1.0
7337,21814,1.0
14035,21688,1.0
16059,21733,1.0
14872,21630,1.0
19335,21734,1.0
18735,21753,1.0
18263,21727,1.0
21400,21941,1.0
7912,21815,1.0
14766,21753,1.0
17617,21815,1.0
8266,21748,1.0
12625,21645,1.0
10310,21666,1.0
9036,21684,1.0
20280,21834,1.0
14457,21782,1.0
16130,21875,1.0
18721,21836,1.0
7481,21621,1.0
14313,21621,1.0
18313,21727,1.0
16185,21679,1.0
18842,21805,1.0
10406,21635,1.0
10476,21718,1.0
11879,21666,1.0
9100,21898,1.0
12248,21609,1.0
10712,21666,1.0
12519,21913,1.0
10547,21936,1.0
9893,21923,1.0
14264,21642,1.0
8430,21635,1.0
8373,21886,1.0
19030,21678,1.0
15169,21739,1.0
13563,21783,1.0
11116,21811,1.0
18818,21609,1.0
12917,21730,1.0
16514,21926,1.0
15939,21688,1.0
17296,21753,1.0
12301,21896,1.0
18645,21887,1.0
19283,21737,1.0
12027,21734,1.0
17383,21609,1.0
19552,21702,1.0
19788,21811,1.0
15051,21647,1.0
21107,21918,1.0
14970,21918,1.0
19145,21811,1.0
12032,21886,1.0
7483,21609,1.0
8829,21934,1.0
10796,21862,1.0
8710,21934,1.0
15265,21639,1.0
11237,21645,1.0
10300,21718,1.0
16687,21666,1.0
17407,21666,1.0
11991,21666,1.0
13845,21635,1.0
8857,21833,1.0
10106,21918,1.0
11974,21913,1.0
15902,21696,1.0
10498,21779,1.0
12776,21914,1.0
12530,21630,1.0
8567,21752,1.0
7345,21899,1.0
20273,21857,1.0
18297,21718,1.0
18150,21713,1.0
17852,21757,1.0
16554,21731,1.0
19138,21821,1.0
18682,21753,1.0
18287,21886,1.0
20887,21748,1.0
7809,21779,1.0
10979,21609,1.0
21549,21756,1.0
7034,21836,1.0
7122,21635,1.0
10961,21645,1.0
19140,21763,1.0
13298,21678,1.0
21122,21779,1.0
11504,21898,1.0
9226,21748,1.0
11405,21734,1.0
15368,21886,1.0
12134,21718,1.0
11008,21659,1.0
21149,21609,1.0
17601,21666,1.0
20722,21906,1.0
9042,21813,1.0
8979,21913,1.0
11201,21688,1.0
12890,21820,1.0
8170,21688,1.0
20404,21720,1.0
20209,21892,1.0
8485,21842,1.0
12179,21918,1.0
18413,21727,1.0
10415,21890,1.0
16930,21604,1.0
20130,21779,1.0
19687,21875,1.0
10936,21785,1.0
8209,21609,1.0
10469,21666,1.0
13268,21841,1.0
16427,21621,1.0
20142,21666,1.0
16250,21753,1.0
18403,21914,1.0
16788,21783,1.0
9690,21666,1.0
14380,21640,1.0
16660,21645,1.0
7793,21820,1.0
18573,21666,1.0
16370,21727,1.0
12602,21621,1.0
8994,21727,1.0
8104,21899,1.0
7369,21609,1.0
14778,21886,1.0
12102,21919,1.0
8452,21753,1.0
20523,21679,1.0
18386,21657,1.0
7818,21779,1.0
10708,21840,1.0
11876,21718,1.0
12344,21688,1.0
14988,21739,1.0
11244,21918,1.0
20873,21737,1.0
19305,21739,1.0
8149,21609,1.0
21061,21680,1.0
13576,21914,1.0
10257,21752,1.0
15487,21720,1.0
15953,21727,1.0
9850,21609,1.0
18733,21630,1.0
11363,21812,1.0
9738,21720,1.0
15561,21914,1.0
15318,21772,1.0
9616,21720,1.0
12686,21886,1.0
8325,21720,1.0
20145,21690,1.0
15530,21688,1.0
16425,21763,1.0
20147,21630,1.0
16037,21609,1.0
15601,21602,1.0
9944,21763,1.0
12144,21779,1.0
15015,21795,1.0
15437,21898,1.0
8512,21645,1.0
18018,21709,1.0
13140,21896,1.0
8261,21933,1.0
20966,21811,1.0
12006,21710,1.0
16034,21609,1.0
17195,21779,1.0
14947,21933,1.0
12227,21609,1.0
12610,21733,1.0
20407,21630,1.0
20559,21886,1.0
9493,21914,1.0
16283,21710,1.0
19181,21676,1.0
7917,21836,1.0
12341,21688,1.0
10201,21892,1.0
12145,21892,1.0
21164,21713,1.0
12264,21681,1.0
17586,21879,1.0
18469,21727,1.0
9182,21772,1.0
13665,21934,1.0
17245,21695,1.0
18570,21667,1.0
21469,21740,1.0
18283,21739,1.0
15693,21842,1.0
16666,21733,1.0
9954,21921,1.0
19627,21944,1.0
10538,21609,1.0
13143,21656,1.0
11616,21666,1.0
20713,21918,1.0
21260,21835,1.0
9652,21753,1.0
13856,21815,1.0
17807,21836,1.0
18107,21727,1.0
20771,21688,1.0
18172,21772,1.0
9025,21892,1.0
14825,21815,1.0
17479,21914,1.0
14926,21767,1.0
10233,21779,1.0
20915,21769,1.0
17984,21787,1.0
9220,21763,1.0
10563,21688,1.0
18690,21688,1.0
15577,21806,1.0
18082,21680,1.0
9581,21932,1.0
16383,21817,1.0
15097,21753,1.0
14953,21666,1.0
12163,21601,1.0
7565,21609,1.0
12265,21914,1.0
15326,21811,1.0
11355,21842,1.0
12947,21899,1.0
6986,21609,1.0
15516,21609,1.0
19972,21898,1.0
12491,21842,1.0
8982,21898,1.0
13830,21653,1.0
18039,21609,1.0
13137,21925,1.0
20690,21779,1.0
14309,21666,1.0
12267,21645,1.0
13016,21913,1.0
7782,21892,1.0
21323,21914,1.0
7116,21645,1.0
19741,21787,1.0
15778,21753,1.0
15263,21891,1.0
12818,21823,1.0
10376,21914,1.0
8543,21914,1.0
7518,21896,1.0
15261,21609,1.0
11553,21710,1.0
12580,21747,1.0
10717,21914,1.0
8319,21815,1.0
10110,21811,1.0
21415,21682,1.0
15810,21918,1.0
15434,21659,1.0
16386,21853,1.0
11458,21688,1.0
20373,21654,1.0
7759,21667,1.0
21596,21753,1.0
9965,21765,1.0
16111,21607,1.0
10916,21787,1.0
14883,21678,1.0
20819,21763,1.0
15958,21898,1.0
14451,21609,1.0
11979,21748,1.0
11730,21609,1.0
21505,21813,1.0
14373,21609,1.0
17082,21914,1.0
11727,21886,1.0
15843,21898,1.0
21068,21609,1.0
19899,21688,1.0
10811,21898,1.0
9880,21905,1.0
19303,21898,1.0
15719,21630,1.0
17028,21630,1.0
7562,21753,1.0
11775,21642,1.0
9012,21840,1.0
11969,21645,1.0
7586,21713,1.0
10946,21779,1.0
9677,21642,1.0
10543,21787,1.0
9108,21748,1.0
16667,21820,1.0
13727,21771,1.0
8440,21892,1.0
17819,21733,1.0
14888,21763,1.0
13609,21834,1.0
19150,21862,1.0
17974,21757,1.0
8223,21638,1.0
17385,21666,1.0
8514,21836,1.0
18327,21642,1.0
7133,21635,1.0
12170,21886,1.0
10707,21779,1.0
20723,21879,1.0
11019,21642,1.0
8709,21763,1.0
9598,21763,1.0
14172,21763,1.0
17546,21635,1.0
13969,21836,1.0
12841,21784,1.0
19318,21918,1.0
16551,21753,1.0
19696,21932,1.0
21042,21820,1.0
17463,21609,1.0
15582,21739,1.0
17840,21820,1.0
13279,21710,1.0
20199,21820,1.0
13594,21678,1.0
17991,21652,1.0
16821,21720,1.0
10861,21767,1.0
9762,21875,1.0
20759,21678,1.0
7922,21914,1.0
10505,21898,1.0
17486,21678,1.0
8315,21934,1.0
21212,21862,1.0
18470,21836,1.0
19771,21836,1.0
11643,21753,1.0
14012,21891,1.0
13659,21898,1.0
7072,21601,1.0
13062,21710,1.0
19325,21630,1.0
18588,21914,1.0
16684,21607,1.0
21273,21737,1.0
9916,21825,1.0
15283,21939,1.0
14684,21913,1.0
12191,21836,1.0
10526,21836,1.0
19887,21842,1.0
10350,21879,1.0
19359,21931,1.0
14844,21753,1.0
17677,21727,1.0
11956,21876,1.0
15382,21668,1.0
14020,21713,1.0
12920,21753,1.0
12363,21806,1.0
7201,21716,1.0
13320,21716,1.0
11055,21681,1.0
18896,21645,1.0
16849,21886,1.0
12081,21900,1.0
12406,21914,1.0
7571,21635,1.0
18946,21783,1.0
11549,21885,1.0
20622,21608,1.0
11295,21710,1.0
17297,21609,1.0
11617,21737,1.0
10386,21888,1.0
18843,21678,1.0
7402,21713,1.0
10226,21898,1.0
8273,21754,1.0
20806,21739,1.0
7039,21635,1.0
13207,21718,1.0
17918,21710,1.0
9278,21757,1.0
15478,21688,1.0
9326,21688,1.0
14614,21621,1.0
9399,21886,1.0
20901,21609,1.0
10480,21609,1.0
12151,21733,1.0
12323,21737,1.0
14195,21609,1.0
20908,21914,1.0
19949,21654,1.0
7687,21666,1.0
8482,21649,1.0
19021,21715,1.0
19904,21832,1.0
7589,21609,1.0
10570,21763,1.0
21340,21733,1.0
9385,21823,1.0
13420,21918,1.0
18424,21783,1.0
16977,21690,1.0
8841,21693,1.0
20971,21690,1.0
7188,21638,1.0
7899,21625,1.0
8636,21823,1.0
11881,21892,1.0
17212,21688,1.0
13779,21914,1.0
8433,21876,1.0
11989,21840,1.0
16976,21899,1.0
9130,21835,1.0
18112,21772,1.0
18119,21914,1.0
9526,21879,1.0
19035,21630,1.0
18218,21806,1.0
19423,21783,1.0
20706,21609,1.0
13146,21609,1.0
7318,21918,1.0
13660,21918,1.0
20514,21898,1.0
14633,21934,1.0
21097,21898,1.0
15255,21898,1.0
18886,21783,1.0
10585,21783,1.0
16001,21681,1.0
14110,21783,1.0
7295,21939,1.0
20190,21673,1.0
8166,21666,1.0
17872,21944,1.0
14056,21882,1.0
14270,21913,1.0
6966,21862,1.0
8529,21720,1.0
18663,21630,1.0
17376,21783,1.0
7099,21659,1.0
16284,21625,1.0
20217,21859,1.0
15257,21733,1.0
14528,21787,1.0
17392,21879,1.0
13211,21731,1.0
9227,21914,1.0
18942,21763,1.0
14095,21815,1.0
18482,21711,1.0
7262,21688,1.0
13834,21836,1.0
13486,21888,1.0
19113,21645,1.0
18138,21892,1.0
17919,21783,1.0
7413,21925,1.0
14580,21757,1.0
13618,21846,1.0
19584,21678,1.0
7081,21923,1.0
10424,21868,1.0
15980,21748,1.0
7292,21879,1.0
14028,21678,1.0
14006,21753,1.0
8912,21753,1.0
15731,21659,1.0
17437,21604,1.0
21227,21795,1.0
7123,21932,1.0
15488,21697,1.0
12261,21779,1.0
9644,21635,1.0
20148,21713,1.0
8171,21899,1.0
7755,21720,1.0
9919,21733,1.0
9257,21688,1.0
11531,21888,1.0
16715,21857,1.0
17866,21635,1.0
13849,21609,1.0
20538,21842,1.0
15990,21739,1.0
20054,21718,1.0
14657,21737,1.0
11195,21678,1.0
14751,21913,1.0
15305,21630,1.0
20431,21720,1.0
11795,21913,1.0
16682,21769,1.0
19439,21932,1.0
13708,21783,1.0
14900,21688,1.0
14555,21718,1.0
17397,21918,1.0
8448,21914,1.0
12721,21688,1.0
19033,21862,1.0
10878,21836,1.0
8932,21779,1.0
17490,21862,1.0
8617,21823,1.0
14029,21911,1.0
16944,21607,1.0
11427,21841,1.0
16444,21638,1.0
18527,21815,1.0
9794,21820,1.0
16888,21733,1.0
13079,21666,1.0
13286,21782,1.0
11491,21748,1.0
20765,21666,1.0
11908,21772,1.0
17597,21697,1.0
9017,21891,1.0
20374,21740,1.0
21078,21885,1.0
9638,21607,1.0
12864,21815,1.0
16193,21886,1.0
12340,21609,1.0
20875,21888,1.0
8536,21787,1.0
16664,21609,1.0
8553,21898,1.0
17354,21666,1.0
13504,21835,1.0
15372,21759,1.0
17539,21638,1.0
16704,21773,1.0
16566,21645,1.0
14880,21811,1.0
14518,21619,1.0
15662,21914,1.0
21138,21862,1.0
19606,21815,1.0
13117,21681,1.0
19826,21885,1.0
16337,21898,1.0
11282,21688,1.0
12365,21675,1.0
17301,21688,1.0
14253,21688,1.0
17627,21609,1.0
16209,21834,1.0
18093,21914,1.0
15352,21635,1.0
20639,21609,1.0
7126,21835,1.0
14470,21914,1.0
21291,21630,1.0
14089,21710,1.0
9986,21718,1.0
7260,21609,1.0
20283,21630,1.0
11583,21753,1.0
10926,21812,1.0
15974,21739,1.0
8070,21823,1.0
19013,21792,1.0
10982,21898,1.0
15397,21898,1.0
9604,21898,1.0
10933,21914,1.0
8083,21740,1.0
8947,21871,1.0
7772,21720,1.0
13465,21938,1.0
7060,21666,1.0
10854,21642,1.0
7599,21666,1.0
19493,21886,1.0
9637,21898,1.0
14676,21836,1.0
7229,21739,1.0
21214,21696,1.0
7601,21811,1.0
11628,21645,1.0
8461,21659,1.0
20391,21718,1.0
17351,21907,1.0
12176,21730,1.0
20155,21713,1.0
16177,21890,1.0
16080,21918,1.0
16738,21737,1.0
17715,21772,1.0
14564,21787,1.0
7576,21862,1.0
16593,21642,1.0
17966,21913,1.0
8901,21748,1.0
9749,21701,1.0
20378,21806,1.0
9712,21886,1.0
16223,21771,1.0
19781,21815,1.0
21402,21820,1.0
14671,21932,1.0
8870,21886,1.0
8942,21733,1.0
10486,21695,1.0
19115,21772,1.0
8257,21914,1.0
14620,21754,1.0
10600,21748,1.0
12200,21763,1.0
9472,21611,1.0
20414,21642,1.0
12280,21666,1.0
18375,21609,1.0
12279,21753,1.0
12520,21609,1.0
8811,21835,1.0
20789,21609,1.0
17207,21718,1.0
11140,21779,1.0
15887,21912,1.0
13220,21806,1.0
16320,21729,1.0
16945,21782,1.0
18223,21892,1.0
7353,21876,1.0
8205,21609,1.0
14175,21946,1.0
21237,21642,1.0
19635,21820,1.0
15703,21733,1.0
11662,21918,1.0
20083,21784,1.0
16336,21815,1.0
9118,21932,1.0
8758,21630,1.0
10572,21767,1.0
17000,21739,1.0
9974,21823,1.0
14643,21857,1.0
18910,21815,1.0
13639,21898,1.0
7558,21727,1.0
19656,21710,1.0
18584,21720,1.0
10633,21686,1.0
10980,21636,1.0
18879,21688,1.0
11582,21792,1.0
13678,21703,1.0
17790,21608,1.0
18006,21871,1.0
19692,21688,1.0
17956,21652,1.0
20398,21769,1.0
7504,21609,1.0
13813,21609,1.0
11166,21609,1.0
8881,21739,1.0
10119,21688,1.0
20683,21913,1.0
20278,21718,1.0
21094,21671,1.0
18146,21609,1.0
13800,21623,1.0
20429,21835,1.0
20577,21886,1.0
10124,21635,1.0
9221,21875,1.0
10874,21918,1.0
7164,21888,1.0
19835,21769,1.0
10354,21733,1.0
13472,21913,1.0
9720,21783,1.0
11408,21671,1.0
9676,21609,1.0
20243,21817,1.0
10659,21879,1.0
19274,21779,1.0
8524,21914,1.0
13067,21733,1.0
11147,21733,1.0
12127,21609,1.0
14792,21697,1.0
20549,21784,1.0
7505,21823,1.0
18710,21914,1.0
10691,21917,1.0
17704,21886,1.0
20382,21642,1.0
8276,21772,1.0
18915,21737,1.0
15707,21835,1.0
9436,21630,1.0
13023,21753,1.0
20255,21739,1.0
16341,21635,1.0
12274,21739,1.0
19685,21879,1.0
13221,21609,1.0
13644,21779,1.0
14429,21857,1.0
10983,21645,1.0
13630,21842,1.0
9390,21811,1.0
15789,21733,1.0
18140,21678,1.0
11940,21635,1.0
11655,21678,1.0
16771,21842,1.0
16516,21933,1.0
17287,21931,1.0
10437,21620,1.0
11837,21688,1.0
12372,21688,1.0
10991,21715,1.0
9379,21699,1.0
8500,21779,1.0
19774,21731,1.0
10840,21753,1.0
11439,21688,1.0
16938,21899,1.0
11633,21862,1.0
7303,21914,1.0
9415,21645,1.0
9214,21635,1.0
7453,21720,1.0
21448,21898,1.0
18699,21820,1.0
12873,21666,1.0
14436,21609,1.0
18353,21815,1.0
14709,21886,1.0
20555,21739,1.0
19317,21763,1.0
20417,21609,1.0
10838,21666,1.0
9960,21753,1.0
14859,21933,1.0
12982,21918,1.0
19742,21731,1.0
7178,21914,1.0
7757,21635,1.0
17382,21774,1.0
19220,21671,1.0
15490,21645,1.0
18603,21933,1.0
17286,21879,1.0
10064,21711,1.0
18002,21666,1.0
7431,21666,1.0
17444,21666,1.0
12458,21898,1.0
13656,21727,1.0
17096,21772,1.0
14779,21772,1.0
15465,21786,1.0
13083,21820,1.0
21175,21697,1.0
7311,21905,1.0
12056,21898,1.0
18487,21918,1.0
7093,21918,1.0
11542,21918,1.0
12673,21718,1.0
17747,21820,1.0
10024,21833,1.0
14157,21710,1.0
10901,21838,1.0
15536,21862,1.0
19067,21609,1.0
14478,21609,1.0
13348,21898,1.0
15499,21635,1.0
8225,21638,1.0
20162,21609,1.0
9080,21857,1.0
7945,21678,1.0
14363,21881,1.0
9295,21840,1.0
16573,21836,1.0
15458,21697,1.0
17739,21757,1.0
21118,21840,1.0
8705,21739,1.0
11406,21771,1.0
11767,21862,1.0
11061,21710,1.0
13358,21934,1.0
11389,21688,1.0
11796,21748,1.0
21256,21688,1.0
20755,21756,1.0
20012,21926,1.0
7777,21886,1.0
7040,21815,1.0
15501,21931,1.0
19121,21630,1.0
18581,21918,1.0
11935,21898,1.0
18559,21918,1.0
16825,21898,1.0
21275,21918,1.0
13322,21898,1.0
10198,21918,1.0
12400,21784,1.0
8534,21842,1.0
12018,21787,1.0
10645,21769,1.0
19384,21720,1.0
16003,21720,1.0
18261,21875,1.0
19987,21926,1.0
14338,21733,1.0
18656,21762,1.0
7977,21642,1.0
19269,21688,1.0
19205,21748,1.0
15406,21770,1.0
18634,21898,1.0
9924,21642,1.0
9814,21840,1.0
7165,21836,1.0
13125,21918,1.0
11765,21862,1.0
17903,21876,1.0
11161,21702,1.0
13269,21609,1.0
20579,21939,1.0
7089,21609,1.0
14223,21811,1.0
16925,21696,1.0
16504,21894,1.0
13413,21698,1.0
18776,21840,1.0
9824,21891,1.0
18627,21609,1.0
17976,21823,1.0
16237,21617,1.0
8682,21892,1.0
7965,21757,1.0
17948,21779,1.0
12579,21727,1.0
12474,21688,1.0
11982,21931,1.0
10318,21675,1.0
11748,21688,1.0
17552,21753,1.0
21229,21671,1.0
21299,21783,1.0
8679,21891,1.0
9068,21690,1.0
19073,21857,1.0
9334,21842,1.0
17567,21763,1.0
12653,21914,1.0
16978,21739,1.0
6991,21881,1.0
8224,21886,1.0
13539,21938,1.0
8569,21783,1.0
9922,21771,1.0
12230,21888,1.0
17553,21621,1.0
13463,21932,1.0
8603,21914,1.0
18522,21905,1.0
21177,21642,1.0
13613,21609,1.0
10081,21820,1.0
7457,21702,1.0
11567,21905,1.0
15044,21862,1.0
14923,21737,1.0
10426,21740,1.0
18291,21645,1.0
13362,21824,1.0
15845,21823,1.0
19214,21635,1.0
14591,21688,1.0
20879,21609,1.0
10297,21603,1.0
11087,21757,1.0
13370,21639,1.0
12471,21914,1.0
7697,21666,1.0
14516,21739,1.0
18258,21630,1.0
16268,21728,1.0
16016,21835,1.0
9215,21913,1.0
9204,21666,1.0
14099,21914,1.0
14939,21733,1.0
7195,21737,1.0
7111,21740,1.0
19473,21710,1.0
16044,21836,1.0
13096,21862,1.0
15564,21918,1.0
15047,21645,1.0
20444,21918,1.0
8265,21688,1.0
10997,21918,1.0
13167,21934,1.0
16690,21609,1.0
16011,21859,1.0
10234,21663,1.0
9621,21792,1.0
12345,21609,1.0
12028,21737,1.0
12700,21779,1.0
14604,21898,1.0
14726,21890,1.0
13414,21931,1.0
7833,21609,1.0
10466,21645,1.0
7117,21625,1.0
16388,21783,1.0
16202,21879,1.0
17634,21688,1.0
13508,21699,1.0
17248,21934,1.0
7258,21621,1.0
11965,21636,1.0
7859,21805,1.0
21465,21645,1.0
20218,21666,1.0
20338,21898,1.0
13341,21906,1.0
12631,21840,1.0
15578,21720,1.0
14937,21933,1.0
15468,21666,1.0
7179,21933,1.0
17191,21635,1.0
12074,21779,1.0
13328,21688,1.0
9057,21898,1.0
14491,21697,1.0
16477,21842,1.0
15492,21836,1.0
11576,21842,1.0
20232,21876,1.0
13533,21759,1.0
15491,21652,1.0
7936,21933,1.0
13074,21940,1.0
16368,21892,1.0
15288,21821,1.0
9579,21793,1.0
7585,21718,1.0
20662,21926,1.0
16334,21887,1.0
10769,21703,1.0
20050,21718,1.0
13578,21752,1.0
9885,21820,1.0
14577,21630,1.0
10623,21727,1.0
19935,21784,1.0
13281,21666,1.0
8366,21715,1.0
19966,21787,1.0
20488,21914,1.0
13568,21842,1.0
21489,21647,1.0
12965,21669,1.0
21462,21696,1.0
8088,21871,1.0
11377,21879,1.0
15874,21642,1.0
12106,21769,1.0
13179,21666,1.0
7334,21920,1.0
9958,21666,1.0
16824,21675,1.0
9101,21697,1.0
11305,21886,1.0
18407,21731,1.0
17763,21609,1.0
17188,21939,1.0
11613,21666,1.0
19295,21797,1.0
21300,21738,1.0
8118,21886,1.0
19064,21710,1.0
17311,21731,1.0
15128,21811,1.0
14899,21840,1.0
10213,21688,1.0
10934,21625,1.0
7642,21933,1.0
18706,21886,1.0
15914,21886,1.0
16079,21836,1.0
8759,21645,1.0
20921,21609,1.0
9213,21688,1.0
15669,21739,1.0
12838,21886,1.0
14074,21840,1.0
18680,21835,1.0
7768,21609,1.0
17742,21932,1.0
17381,21936,1.0
20698,21769,1.0
9617,21609,1.0
19763,21913,1.0
10178,21898,1.0
12819,21727,1.0
13503,21609,1.0
18190,21779,1.0
17157,21609,1.0
11322,21630,1.0
16856,21635,1.0
12424,21678,1.0
8585,21898,1.0
10558,21815,1.0
12986,21697,1.0
11371,21642,1.0
9641,21666,1.0
8995,21630,1.0
15930,21771,1.0
11932,21680,1.0
7843,21898,1.0
17843,21886,1.0
15825,21898,1.0
20808,21688,1.0
20588,21836,1.0
13869,21836,1.0
15831,21753,1.0
17341,21939,1.0
8744,21607,1.0
20116,21635,1.0
13149,21609,1.0
10258,21720,1.0
9008,21783,1.0
15308,21678,1.0
7214,21797,1.0
12100,21678,1.0
12898,21724,1.0
14273,21779,1.0
20010,21727,1.0
13858,21688,1.0
17231,21718,1.0
16895,21783,1.0
17067,21898,1.0
16281,21609,1.0
7718,21635,1.0
12990,21688,1.0
16920,21914,1.0
7928,21913,1.0
17416,21898,1.0
16528,21688,1.0
15196,21872,1.0
11807,21872,1.0
18351,21772,1.0
15755,21688,1.0
19495,21932,1.0
20468,21686,1.0
14697,21811,1.0
7574,21650,1.0
7242,21779,1.0
7817,21879,1.0
17904,21919,1.0
7270,21871,1.0
10149,21763,1.0
13230,21609,1.0
18077,21639,1.0
11477,21898,1.0
16270,21731,1.0
19008,21857,1.0
20071,21734,1.0
9162,21824,1.0
18516,21898,1.0
17072,21779,1.0
7617,21753,1.0
8476,21655,1.0
19825,21905,1.0
9977,21815,1.0
6972,21811,1.0
18657,21898,1.0
17508,21710,1.0
14193,21609,1.0
10360,21625,1.0
21526,21763,1.0
18372,21662,1.0
21481,21711,1.0
8186,21751,1.0
9367,21730,1.0
17979,21607,1.0
20748,21892,1.0
11590,21678,1.0
11632,21646,1.0
20318,21635,1.0
17765,21609,1.0
18404,21630,1.0
11670,21666,1.0
17614,21827,1.0
8312,21820,1.0
16377,21710,1.0
12172,21918,1.0
20421,21678,1.0
12975,21918,1.0
13270,21688,1.0
17228,21763,1.0
20053,21688,1.0
12942,21817,1.0
8245,21616,1.0
19310,21710,1.0
11903,21763,1.0
18592,21898,1.0
7903,21842,1.0
7045,21777,1.0
10671,21784,1.0
16155,21783,1.0
13868,21659,1.0
15725,21621,1.0
21484,21820,1.0
10614,21782,1.0
18266,21756,1.0
21305,21833,1.0
10912,21666,1.0
8745,21753,1.0
19307,21886,1.0
10036,21728,1.0
16219,21896,1.0
13301,21857,1.0
19539,21757,1.0
14631,21792,1.0
9898,21792,1.0
16106,21840,1.0
12066,21790,1.0
12322,21748,1.0
20956,21896,1.0
17952,21668,1.0
19587,21688,1.0
14314,21898,1.0
15527,21737,1.0
12596,21857,1.0
12832,21772,1.0
10684,21609,1.0
13772,21840,1.0
17087,21898,1.0
14767,21678,1.0
10086,21609,1.0
7742,21730,1.0
12999,21857,1.0
9218,21932,1.0
7966,21941,1.0
12388,21928,1.0
17215,21919,1.0
12973,21769,1.0
19408,21918,1.0
7659,21892,1.0
13250,21737,1.0
9968,21811,1.0
11174,21737,1.0
11771,21697,1.0
18827,21635,1.0
12364,21944,1.0
7480,21925,1.0
16894,21666,1.0
14852,21783,1.0
21095,21772,1.0
19084,21886,1.0
13705,21697,1.0
13840,21753,1.0
18850,21609,1.0
12992,21753,1.0
9361,21757,1.0
17423,21763,1.0
13943,21688,1.0
9265,21753,1.0
11819,21769,1.0
13011,21748,1.0
8852,21820,1.0
9142,21667,1.0
16464,21733,1.0
8681,21718,1.0
15129,21671,1.0
11342,21913,1.0
15896,21820,1.0
12373,21642,1.0
16924,21797,1.0
14263,21787,1.0
11014,21826,1.0
12403,21779,1.0
11009,21779,1.0
12726,21625,1.0
14354,21914,1.0
8750,21609,1.0
7052,21642,1.0
11096,21898,1.0
19264,21896,1.0
10329,21645,1.0
18330,21833,1.0
19252,21815,1.0
12320,21841,1.0
12425,21619,1.0
13593,21876,1.0
12804,21672,1.0
19795,21851,1.0
7622,21697,1.0
15617,21718,1.0
20291,21898,1.0
21590,21932,1.0
15770,21640,1.0
14511,21787,1.0
8718,21753,1.0
16276,21753,1.0
12105,21886,1.0
10341,21635,1.0
7426,21609,1.0
15638,21748,1.0
10517,21898,1.0
13337,21892,1.0
7125,21885,1.0
19039,21898,1.0
12131,21820,1.0
16020,21836,1.0
13216,21835,1.0
8817,21731,1.0
8034,21898,1.0
14083,21625,1.0
14975,21678,1.0
8208,21709,1.0
19112,21678,1.0
13210,21914,1.0
15229,21783,1.0
16052,21763,1.0
8172,21765,1.0
18857,21811,1.0
18921,21840,1.0
8048,21792,1.0
17449,21906,1.0
8043,21666,1.0
17968,21879,1.0
